stage,artifact,metric,canonical_value,reproduced_value,absolute_error,tolerance,match,notes
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.best_candidate,G003,G003,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.true_topology_in_candidate_set,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.margin,0.0629369368866975,0.0629369368866975,0E-16,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.top1_confidence,0.458617648660165,0.458617648660165,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.normalized_entropy,0.827396839849189,0.827396839849189,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.decision_reason,singleton_and_all_evidence_checks_pass,singleton_and_all_evidence_checks_pass,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_9.normalized_score_semantics,not_a_Bayesian_posterior,not_a_Bayesian_posterior,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.sample,broad_unknown_switches_snr_Inf_r01,broad_unknown_switches_snr_Inf_r01,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.method,broad_unknown_switches,broad_unknown_switches,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.snr_db,Inf,Inf,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.replicate,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.true_topology_included,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.domain_relative_distance,0.196845164758367,0.196845164758367,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.domain_threshold,0.324858114978144,0.324858114978144,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.domain_accepted,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.best_candidate,S6A_0003,S6A_0003,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.true_topology_in_candidate_set,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.margin,0.0729471423626963,0.0729471423626963,0E-16,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.top1_confidence,0.55799296598245,0.55799296598245,0E-14,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.normalized_entropy,0.740441793242419,0.740441793242419,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.decision_reason,singleton_and_all_evidence_checks_pass,singleton_and_all_evidence_checks_pass,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_10.normalized_score_semantics,not_a_Bayesian_posterior,not_a_Bayesian_posterior,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.sample,broad_unknown_switches_snr_Inf_r02,broad_unknown_switches_snr_Inf_r02,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.method,broad_unknown_switches,broad_unknown_switches,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.snr_db,Inf,Inf,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.replicate,2,2,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.true_topology_included,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.domain_relative_distance,0.0407254191753733,0.0407254191753733,0E-16,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.domain_threshold,0.324858114978144,0.324858114978144,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.domain_accepted,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.best_candidate,S6A_0003,S6A_0003,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.true_topology_in_candidate_set,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.margin,0.110116692314291,0.110116692314291,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.top1_confidence,0.757205232133824,0.757205232133824,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.normalized_entropy,0.497443117614451,0.497443117614451,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.decision_reason,singleton_and_all_evidence_checks_pass,singleton_and_all_evidence_checks_pass,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_11.normalized_score_semantics,not_a_Bayesian_posterior,not_a_Bayesian_posterior,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.sample,broad_unknown_switches_snr_Inf_r03,broad_unknown_switches_snr_Inf_r03,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.method,broad_unknown_switches,broad_unknown_switches,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.snr_db,Inf,Inf,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.replicate,3,3,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.true_topology_included,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.domain_relative_distance,0.249746317929618,0.249746317929618,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.domain_threshold,0.324858114978144,0.324858114978144,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.domain_accepted,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.best_candidate,S6A_0003,S6A_0003,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.true_topology_in_candidate_set,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.margin,0.0637891467543425,0.0637891467543425,0E-16,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.top1_confidence,0.50097513306847,0.50097513306847,0E-14,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.normalized_entropy,0.793981230593555,0.793981230593555,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.decision_reason,singleton_and_all_evidence_checks_pass,singleton_and_all_evidence_checks_pass,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_12.normalized_score_semantics,not_a_Bayesian_posterior,not_a_Bayesian_posterior,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.sample,broad_unknown_switches_snr_30_r01,broad_unknown_switches_snr_30_r01,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.method,broad_unknown_switches,broad_unknown_switches,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.snr_db,30,30,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.replicate,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.true_topology_included,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.domain_relative_distance,0.275780387302188,0.275780387302188,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.domain_threshold,0.324858114978144,0.324858114978144,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.domain_accepted,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.best_candidate,S6A_0003,S6A_0003,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.true_topology_in_candidate_set,1,1,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.margin,0.0598445284884215,0.0598445284884215,0E-16,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.top1_confidence,0.470147590732546,0.470147590732546,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.normalized_entropy,0.820255194030201,0.820255194030201,0E-15,1E-12,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.decision_reason,singleton_and_all_evidence_checks_pass,singleton_and_all_evidence_checks_pass,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_13.normalized_score_semantics,not_a_Bayesian_posterior,not_a_Bayesian_posterior,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_14.sample,broad_unknown_switches_snr_30_r02,broad_unknown_switches_snr_30_r02,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_14.method,broad_unknown_switches,broad_unknown_switches,,exact,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_14.snr_db,30,30,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_14.replicate,2,2,0,0,true,ordered row and column comparison
stage6a,results/data/stage6a/stage6a_identification_summary.csv,row_14.candidate_count,7,7,0,0,true,ordered row and column comparison
