stage,artifact,metric,canonical_value,reproduced_value,absolute_error,tolerance,match,notes
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.distance,0.0604536069478558,0.0604536069478558,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.margin,0.0762802492750874,0.0762802492750874,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.confidence,0.620033509778663,0.620033509778663,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_100.entropy,0.673861007623969,0.673861007623969,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.sample,wrong_closed_rate_05_r01,wrong_closed_rate_05_r01,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.prior_error_applied,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.candidate_count,3,3,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.coverage,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.best_is_truth,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.distance,0.131150744248973,0.131150744248973,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.margin,0.0085875276585986,0.0085875276585986,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.confidence,0.459527382708841,0.459527382708841,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_101.entropy,0.955823762640033,0.955823762640033,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.sample,wrong_closed_rate_05_r02,wrong_closed_rate_05_r02,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.distance,0.04902741227431,0.04902741227431,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.margin,0.0797616605144453,0.0797616605144453,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.confidence,0.647889927035886,0.647889927035886,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_102.entropy,0.640093295547562,0.640093295547562,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.sample,wrong_closed_rate_05_r03,wrong_closed_rate_05_r03,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.distance,0.0837272005165374,0.0837272005165374,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.margin,0.0636977124643378,0.0636977124643378,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.confidence,0.533765283786538,0.533765283786538,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_103.entropy,0.763444204754943,0.763444204754943,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.sample,wrong_closed_rate_05_r04,wrong_closed_rate_05_r04,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.distance,0.0739766025746057,0.0739766025746057,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.margin,0.0636820582739641,0.0636820582739641,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.confidence,0.534006395935282,0.534006395935282,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_104.entropy,0.761624643520008,0.761624643520008,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.sample,wrong_closed_rate_05_r05,wrong_closed_rate_05_r05,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.distance,0.0679639052994116,0.0679639052994116,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.margin,0.066405909927661,0.066405909927661,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.confidence,0.553508791655314,0.553508791655314,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_105.entropy,0.742365007945949,0.742365007945949,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.sample,wrong_closed_rate_05_r06,wrong_closed_rate_05_r06,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.distance,0.0546603894663569,0.0546603894663569,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.margin,0.079418940495443,0.079418940495443,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.confidence,0.640718668577497,0.640718668577497,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_106.entropy,0.649263325807411,0.649263325807411,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.sample,wrong_closed_rate_05_r07,wrong_closed_rate_05_r07,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.distance,0.0989436542676206,0.0989436542676206,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.margin,0.0526117171527295,0.0526117171527295,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.confidence,0.453610538465329,0.453610538465329,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_107.entropy,0.833132220074197,0.833132220074197,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.sample,wrong_closed_rate_05_r08,wrong_closed_rate_05_r08,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.distance,0.0316402862046916,0.0316402862046916,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.margin,0.0953932176981762,0.0953932176981762,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.confidence,0.731394572173339,0.731394572173339,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_108.entropy,0.533280026272921,0.533280026272921,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.sample,wrong_closed_rate_05_r09,wrong_closed_rate_05_r09,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.distance,0.0600470721312408,0.0600470721312408,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.margin,0.0725782807601686,0.0725782807601686,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.confidence,0.602490814429529,0.602490814429529,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_109.entropy,0.692773673614443,0.692773673614443,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.sample,wrong_closed_rate_05_r10,wrong_closed_rate_05_r10,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.distance,0.0560023214639838,0.0560023214639838,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.margin,0.0719297511934364,0.0719297511934364,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.confidence,0.60400195928846,0.60400195928846,0E-14,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_110.entropy,0.689390254954669,0.689390254954669,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.sample,wrong_closed_rate_05_r11,wrong_closed_rate_05_r11,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.decision_state,REJECTED,REJECTED,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.candidate_set_size,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.distance,0.0848149065355808,0.0848149065355808,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.margin,0.0583761566824323,0.0583761566824323,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.confidence,0.496067719837327,0.496067719837327,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_111.entropy,0.797107643188574,0.797107643188574,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.sample,wrong_closed_rate_05_r12,wrong_closed_rate_05_r12,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.distance,0.0358178800927589,0.0358178800927589,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.margin,0.0910057846461348,0.0910057846461348,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.confidence,0.714331383801968,0.714331383801968,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_112.entropy,0.556809514674769,0.556809514674769,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.sample,wrong_closed_rate_05_r13,wrong_closed_rate_05_r13,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.best_is_truth,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.candidate_set_size,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.distance,0.0312835996346735,0.0312835996346735,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.margin,0.0992238536812421,0.0992238536812421,0E-16,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.confidence,0.746829128755822,0.746829128755822,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_113.entropy,0.511750830537417,0.511750830537417,0E-15,1E-12,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.sample,wrong_closed_rate_05_r14,wrong_closed_rate_05_r14,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.error_type,wrong_closed,wrong_closed,,exact,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.prior_error_rate,5,5,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.prior_error_applied,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.candidate_count,7,7,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.coverage,1,1,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.false_unique,0,0,0,0,true,ordered row and column comparison
stage6b,results/data/stage6b/stage6b_prior_sensitivity.csv,row_114.decision_state,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,,exact,true,ordered row and column comparison
