scheme,flow,truth_id,candidate_id,rank,distance,in_candidate_set,state
Zin50,C_control,T5,T5,1,1.00011202385371,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T3,3,291.159575648113,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T4_NEAR_T3,2,291.159573527188,1,MULTIPLE_AMBIGUOUS
Zin50,A,T5,T5,1,1.0423185703376,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T3,3,302.834475701095,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T4_NEAR_T3,2,302.834442286812,1,MULTIPLE_AMBIGUOUS
Zin50,B,T5,T5,1,1.0890216852299,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T3,3,302.834475701095,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T4_NEAR_T3,2,302.834442286812,1,MULTIPLE_AMBIGUOUS
Zin50,C_control,T5,T5,1,1.0890216852299,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T3,2,1.03060712688323,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T4_NEAR_T3,1,1.03060439709023,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T5,3,198.737823984158,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T3,2,1.03146341165436,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T4_NEAR_T3,1,1.0314606396747,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T5,3,209.473475990159,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T3,2,1.03146341165436,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T4_NEAR_T3,1,1.0314606396747,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T5,3,209.473475990159,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T3,1,1.0239538356774,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T4_NEAR_T3,2,1.02395975074156,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T5,3,200.466369771658,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T3,1,1.04825902798815,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T4_NEAR_T3,2,1.04826943917376,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T5,3,207.175176254316,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T3,1,1.04825902798815,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T4_NEAR_T3,2,1.04826943917376,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T5,3,207.175176254316,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T3,1,1.02655176341324,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T4_NEAR_T3,2,1.02655685006609,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T3,T5,3,199.531253955178,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T3,1,1.03680658397189,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T4_NEAR_T3,2,1.03681310147093,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T3,T5,3,209.904699817158,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T3,1,1.03680658397189,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T4_NEAR_T3,2,1.03681310147093,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T3,T5,3,209.904699817158,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T3,2,1.00464833431612,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T4_NEAR_T3,1,1.00464823884653,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T5,3,202.275878861241,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T3,2,0.9974897316679,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T4_NEAR_T3,1,0.997482647808883,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T5,3,209.125633104934,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T3,2,0.9974897316679,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T4_NEAR_T3,1,0.997482647808883,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T5,3,209.125633104934,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T3,1,0.97101003556254,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T4_NEAR_T3,2,0.971019397527452,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T5,3,198.81485721028,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T3,1,0.946832921235325,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T4_NEAR_T3,2,0.946838717661701,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T5,3,209.625907010035,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T3,1,0.946832921235325,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T4_NEAR_T3,2,0.946838717661701,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T5,3,209.625907010035,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T3,1,1.01937091694635,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T4_NEAR_T3,2,1.0193815853075,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T4_NEAR_T3,T5,3,201.189401830122,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T3,1,0.973987689733476,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T4_NEAR_T3,2,0.973998044671619,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T4_NEAR_T3,T5,3,210.169841168424,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T3,1,0.973987689733476,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T4_NEAR_T3,2,0.973998044671619,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T4_NEAR_T3,T5,3,210.169841168424,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T3,2,203.554757032549,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T4_NEAR_T3,3,203.554757526848,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T5,1,1.0107548287624,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T3,3,216.560802112065,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T4_NEAR_T3,2,216.560778227943,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T5,1,0.997754010738628,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T3,3,216.560802112065,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T4_NEAR_T3,2,216.560778227943,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T5,1,0.997754010738628,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T3,3,201.283777454219,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T4_NEAR_T3,2,201.283744200324,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T5,1,0.965201998904479,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T3,3,202.725823835033,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T4_NEAR_T3,2,202.7258192009,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T5,1,0.96788103029837,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T3,3,202.725823835033,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T4_NEAR_T3,2,202.7258192009,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T5,1,0.96788103029837,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T3,3,205.889397507487,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T4_NEAR_T3,2,205.889396032693,1,MULTIPLE_AMBIGUOUS
H50_Zin50,A,T5,T5,1,1.04159490880976,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T3,3,214.491194267548,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T4_NEAR_T3,2,214.491182412299,1,MULTIPLE_AMBIGUOUS
H50_Zin50,B,T5,T5,1,1.09019672604629,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T3,3,214.491194267548,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T4_NEAR_T3,2,214.491182412299,1,MULTIPLE_AMBIGUOUS
H50_Zin50,C_control,T5,T5,1,1.09019672604629,1,MULTIPLE_AMBIGUOUS
