mode,snr_db,pilot_spacing,input_mode,measurement_kind,observation_mode,feature,trials,strict_accuracy,strict_accuracy_std,strict_accuracy_ci95,strict_unique_rate,strict_unique_rate_std,strict_unique_ci95,equivalence_class_rate,ambiguity_rate,false_unique_rate,physically_ambiguous_class_rate,cfr_nmse,cfr_nmse_std,cfr_nmse_ci95,amplitude_rmse_db,weighted_phase_rmse_deg,circular_delay_error_s,mean_margin,view_count,frequency_count,edge_precision,edge_recall,edge_f1,runtime_s
audit,15,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00489383170236882,0.000119392355180254,1.65469362180789e-05,0.913338683442927,7.04651516328318,0,0.0478802638609806,2,1793,1,1,1,222.98597671
audit,15,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00489383170236882,0.000119392355180254,1.65469362180789e-05,0.913338683442927,7.04651516328318,0,0.0043281396821199,2,1793,1,1,1,222.995240425
audit,15,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00489383170236882,0.000119392355180254,1.65469362180789e-05,0.913338683442927,7.04651516328318,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,222.99718839
audit,15,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00488124328031872,8.97631440517253e-05,1.24405370604816e-05,0.875571707620804,6.03897303665589,0,0.00445023637059875,3,1793,1,1,1,229.91663534
audit,15,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00488124328031872,8.97631440517253e-05,1.24405370604816e-05,0.875571707620804,6.03897303665589,0,0.0733493013602153,3,1793,1,1,1,229.92547201
audit,15,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00488124328031872,8.97631440517253e-05,1.24405370604816e-05,0.875571707620804,6.03897303665589,0,0.00453477618679612,3,1793,1,1,1,229.93874275
audit,15,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00488124328031872,8.97631440517253e-05,1.24405370604816e-05,0.875571707620804,6.03897303665589,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,229.94132444
audit,15,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.78,0.415285819114726,0.05755567809002,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.002822576323309,0.00013107544620665,1.81661300245158e-05,0.616739051848187,3.33140550856393,0,0.00255169764207784,1,1793,0.956,0.956,0.956,235.549945555
audit,15,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.715,0.45254722955165,0.0627198461053388,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.002822576323309,0.00013107544620665,1.81661300245158e-05,0.616739051848187,3.33140550856393,0,0.0395097211696019,1,1793,0.943,0.943,0.943,235.55337484
audit,15,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.745,0.436954972784618,0.0605588695685206,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.002822576323309,0.00013107544620665,1.81661300245158e-05,0.616739051848187,3.33140550856393,0,0.00269121133387478,1,1793,0.949,0.949,0.949,235.558344205
audit,15,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.002822576323309,0.00013107544620665,1.81661300245158e-05,0.616739051848187,3.33140550856393,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,235.55962929
audit,15,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00282198547585245,8.37118518979969e-05,1.16018707559805e-05,0.613884858918572,3.27871872642739,0,0.00255479059528036,2,1793,0.947,0.947,0.947,239.94992382
audit,15,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00282198547585245,8.37118518979969e-05,1.16018707559805e-05,0.613884858918572,3.27871872642739,0,0.0394834860848032,2,1793,0.947,0.947,0.947,239.956084465
audit,15,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.755,0.431166467403328,0.0597566236525438,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00282198547585245,8.37118518979969e-05,1.16018707559805e-05,0.613884858918572,3.27871872642739,0,0.00269231067511683,2,1793,0.951,0.951,0.951,239.96526824
audit,15,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00282198547585245,8.37118518979969e-05,1.16018707559805e-05,0.613884858918572,3.27871872642739,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,239.96720522
audit,15,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00284977416079857,9.71461444003472e-05,1.34637687044362e-05,0.711584661548122,5.42812489111908,0,0.0047030213050902,2,1793,1,1,1,245.65717105
audit,15,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00284977416079857,9.71461444003472e-05,1.34637687044362e-05,0.711584661548122,5.42812489111908,0,0.0514084463089325,2,1793,1,1,1,245.663470255
audit,15,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00284977416079857,9.71461444003472e-05,1.34637687044362e-05,0.711584661548122,5.42812489111908,0,0.00453309683258496,2,1793,1,1,1,245.67272639
audit,15,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00284977416079857,9.71461444003472e-05,1.34637687044362e-05,0.711584661548122,5.42812489111908,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,245.67468808
audit,15,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00283621794300917,8.20759172084921e-05,1.13751417755252e-05,0.672009320108737,4.73189989861599,0,0.00466811314010065,3,1793,1,1,1,252.55772289
audit,15,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00283621794300917,8.20759172084921e-05,1.13751417755252e-05,0.672009320108737,4.73189989861599,0,0.0769025862204598,3,1793,1,1,1,252.566404455
audit,15,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00283621794300917,8.20759172084921e-05,1.13751417755252e-05,0.672009320108737,4.73189989861599,0,0.0047423052523734,3,1793,1,1,1,252.579525605
audit,15,4,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00283621794300917,8.20759172084921e-05,1.13751417755252e-05,0.672009320108737,4.73189989861599,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,252.58211643
audit,15,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.75,0.434099310129925,0.0601630949166493,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00161689570837,0.000130041393568921,1.80228176405964e-05,0.413300778061934,2.20961775506254,0,0.00261674685873868,1,1793,0.949999999999999,0.949999999999999,0.949999999999999,258.159040665
audit,15,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.74,0.439734959004687,0.0609441560016526,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00161689570837,0.000130041393568921,1.80228176405964e-05,0.413300778061934,2.20961775506254,0,0.0414916895094197,1,1793,0.948,0.948,0.948,258.16268284
audit,15,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.77,0.421888551336421,0.0584707700887706,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00161689570837,0.000130041393568921,1.80228176405964e-05,0.413300778061934,2.20961775506254,0,0.00275586735891562,1,1793,0.954,0.954,0.954,258.167824085
audit,15,8,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00161689570837,0.000130041393568921,1.80228176405964e-05,0.413300778061934,2.20961775506254,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,258.169161615
audit,15,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.745,0.436954972784618,0.0605588695685205,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0016330617919746,0.000102366264156523,1.41872403917629e-05,0.416584745121095,2.23307932377411,0,0.00261425886860213,2,1793,0.948999999999999,0.948999999999999,0.948999999999999,262.75812084
audit,15,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.73,0.44507353579078,0.0616840449957294,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0016330617919746,0.000102366264156523,1.41872403917629e-05,0.416584745121095,2.23307932377411,0,0.0414315211652607,2,1793,0.946,0.946,0.946,262.76433358
audit,15,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.75,0.434099310129925,0.0601630949166493,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.0016330617919746,0.000102366264156523,1.41872403917629e-05,0.416584745121095,2.23307932377411,0,0.00275412536770349,2,1793,0.949999999999999,0.949999999999999,0.949999999999999,262.773513635
audit,15,8,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.0016330617919746,0.000102366264156523,1.41872403917629e-05,0.416584745121095,2.23307932377411,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,262.775500245
audit,15,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00196447061213355,0.00014549101773526,2.01640263074975e-05,0.497677759959161,3.49422307305075,0,0.0048341987026622,2,1793,1,1,1,268.42999046
audit,15,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00196447061213355,0.00014549101773526,2.01640263074975e-05,0.497677759959161,3.49422307305075,0,0.0575589224981777,2,1793,1,1,1,268.43636425
audit,15,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00196447061213355,0.00014549101773526,2.01640263074975e-05,0.497677759959161,3.49422307305075,0,0.0046610095629319,2,1793,1,1,1,268.44571409
audit,15,8,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00196447061213355,0.00014549101773526,2.01640263074975e-05,0.497677759959161,3.49422307305075,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,268.44774075
audit,15,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00184689596976575,0.000119960065770121,1.66256168916168e-05,0.467894784575029,3.05127097390394,0,0.00480903776829158,3,1793,1,1,1,275.532901405
audit,15,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00184689596976575,0.000119960065770121,1.66256168916168e-05,0.467894784575029,3.05127097390394,0,0.0827039883959692,3,1793,1,1,1,275.541867975
audit,15,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00184689596976575,0.000119960065770121,1.66256168916168e-05,0.467894784575029,3.05127097390394,0,0.00488357239569368,3,1793,1,1,1,275.555114385
audit,15,8,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00184689596976575,0.000119960065770121,1.66256168916168e-05,0.467894784575029,3.05127097390394,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,275.55779866
audit,20,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.73,0.44507353579078,0.0616840449957294,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00412004818583418,9.63875674686165e-05,1.33586353055104e-05,0.742461940287534,3.88180793262184,0,0.00247808418890959,1,1793,0.946,0.946,0.946,281.225322845
audit,20,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.765,0.425062809429147,0.0589106998156007,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00412004818583418,9.63875674686165e-05,1.33586353055104e-05,0.742461940287534,3.88180793262184,0,0.0387210812151692,1,1793,0.953,0.953,0.953,281.22880101
audit,20,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,cir,200,0.75,0.434099310129925,0.0601630949166493,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00412004818583418,9.63875674686165e-05,1.33586353055104e-05,0.742461940287534,3.88180793262184,0,0.00262744824209269,1,1793,0.95,0.95,0.95,281.233834305
audit,20,1,ofdm_dense_ls,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00412004818583418,9.63875674686165e-05,1.33586353055104e-05,0.742461940287534,3.88180793262184,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,281.23511658
audit,20,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00411515366909596,6.65078572398119e-05,9.21751874386573e-06,0.74555584935695,3.80219748593576,0,0.0024808797183604,2,1793,0.947,0.947,0.947,285.776836085
audit,20,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.755,0.431166467403328,0.0597566236525438,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00411515366909596,6.65078572398119e-05,9.21751874386573e-06,0.74555584935695,3.80219748593576,0,0.0387269422813488,2,1793,0.951,0.951,0.951,285.783193635
audit,20,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.74,0.439734959004688,0.0609441560016526,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00411515366909596,6.65078572398119e-05,9.21751874386573e-06,0.74555584935695,3.80219748593576,0,0.00262711871267657,2,1793,0.948,0.948,0.948,285.79262392
audit,20,1,ofdm_dense_ls,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00411515366909596,6.65078572398119e-05,9.21751874386573e-06,0.74555584935695,3.80219748593576,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,285.7945872
audit,20,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00412122983105457,7.32241548774531e-05,1.01483501062582e-05,0.844588568881033,5.95973508662741,0,0.00456641621052832,2,1793,1,1,1,291.57161511
audit,20,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00412122983105457,7.32241548774531e-05,1.01483501062582e-05,0.844588568881033,5.95973508662741,0,0.0509831307086665,2,1793,1,1,1,291.577883045
audit,20,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00412122983105457,7.32241548774531e-05,1.01483501062582e-05,0.844588568881033,5.95973508662741,0,0.00440220874204577,2,1793,1,1,1,291.58722563
audit,20,1,ofdm_dense_ls,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00412122983105457,7.32241548774531e-05,1.01483501062582e-05,0.844588568881033,5.95973508662741,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,291.589178085
audit,20,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.0041237986756219,5.51889641671527e-05,7.648800198614e-06,0.810292951184027,5.22879371339729,0,0.00452900965744044,3,1793,1,1,1,298.57717924
audit,20,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.0041237986756219,5.51889641671527e-05,7.648800198614e-06,0.810292951184027,5.22879371339729,0,0.0753527884167357,3,1793,1,1,1,298.58607481
audit,20,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.0041237986756219,5.51889641671527e-05,7.648800198614e-06,0.810292951184027,5.22879371339729,0,0.00460842134300179,3,1793,1,1,1,298.599404885
audit,20,1,ofdm_dense_ls,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.0041237986756219,5.51889641671527e-05,7.648800198614e-06,0.810292951184027,5.22879371339729,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,298.60197764
audit,20,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00154916739356873,5.3905935546922e-05,7.47098150400097e-06,0.453631325516664,2.41849891203255,0,0.00266519007391605,1,1793,0.947,0.947,0.947,304.272838795
audit,20,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.72,0.450125610609564,0.0623842268429606,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00154916739356873,5.3905935546922e-05,7.47098150400097e-06,0.453631325516664,2.41849891203255,0,0.0412699416111078,1,1793,0.944,0.944,0.944,304.276307965
audit,20,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00154916739356873,5.3905935546922e-05,7.47098150400097e-06,0.453631325516664,2.41849891203255,0,0.00279664259899472,1,1793,0.947,0.947,0.947,304.281356365
audit,20,2,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00154916739356873,5.3905935546922e-05,7.47098150400097e-06,0.453631325516664,2.41849891203255,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,304.282644225
audit,20,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.72,0.450125610609564,0.0623842268429606,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00155018462547265,3.47342072729767e-05,4.81391552636474e-06,0.455503331027117,2.44003779247974,0,0.00266617238219956,2,1793,0.944,0.944,0.944,308.69311358
audit,20,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.745,0.436954972784618,0.0605588695685206,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00155018462547265,3.47342072729767e-05,4.81391552636474e-06,0.455503331027117,2.44003779247974,0,0.041169027915701,2,1793,0.949,0.949,0.949,308.69922035
audit,20,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.735,0.44244069528494,0.0613191519181389,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00155018462547265,3.47342072729767e-05,4.81391552636474e-06,0.455503331027117,2.44003779247974,0,0.0027955689217981,2,1793,0.947,0.947,0.947,308.708353115
audit,20,2,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00155018462547265,3.47342072729767e-05,4.81391552636474e-06,0.455503331027117,2.44003779247974,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,308.71028138
audit,20,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.00155247656595283,4.0002101463047e-05,5.54400841242164e-06,0.541986829249933,4.04841079561859,0,0.00491520039491217,2,1793,1,1,1,314.303692575
audit,20,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.00155247656595283,4.0002101463047e-05,5.54400841242164e-06,0.541986829249933,4.04841079561859,0,0.0563320765475237,2,1793,1,1,1,314.30977195
audit,20,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.00155247656595283,4.0002101463047e-05,5.54400841242164e-06,0.541986829249933,4.04841079561859,0,0.00472977481750959,2,1793,1,1,1,314.3189111
audit,20,2,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.00155247656595283,4.0002101463047e-05,5.54400841242164e-06,0.541986829249933,4.04841079561859,0,1.93349510480697e-08,2,1793,0.899999999999999,0.899999999999999,0.899999999999999,314.32084958
audit,20,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.001552971175882,3.21510030813535e-05,4.45590169095183e-06,0.511446797156022,3.45232360605179,0,0.00487964286753194,3,1793,1,1,1,321.168838205
audit,20,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.001552971175882,3.21510030813535e-05,4.45590169095183e-06,0.511446797156022,3.45232360605179,0,0.0815697112007242,3,1793,1,1,1,321.177606425
audit,20,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,cir,200,1,0,0,1,0,0,1,0,0,0,0.001552971175882,3.21510030813535e-05,4.45590169095183e-06,0.511446797156022,3.45232360605179,0,0.00493994531145561,3,1793,1,1,1,321.19077198
audit,20,2,ofdm_sparse_interp,three_view_complete,ordinary_ofdm_cfr,toa,200,0.5,0.501254707117086,0.0694703580908169,0.25,0.434099310129925,0.0601630949166493,0.5,0.75,0,0,0.001552971175882,3.21510030813535e-05,4.45590169095183e-06,0.511446797156022,3.45232360605179,0,1.57869214231538e-08,3,1793,0.899999999999999,0.899999999999999,0.899999999999999,321.193375735
audit,20,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amplitude,200,0.775,0.418630214248096,0.0580191876076636,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00091123738162334,4.52123608041478e-05,6.2661135159409e-06,0.341963346573823,1.86152325287084,0,0.00272689954965332,1,1793,0.955,0.955,0.955,326.819061415
audit,20,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.77,0.421888551336421,0.0584707700887706,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00091123738162334,4.52123608041478e-05,6.2661135159409e-06,0.341963346573823,1.86152325287084,0,0.0422102967496301,1,1793,0.954,0.954,0.954,326.822564905
audit,20,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,cir,200,0.795,0.40471467708652,0.056090592552266,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.00091123738162334,4.52123608041478e-05,6.2661135159409e-06,0.341963346573823,1.86152325287084,0,0.00285296697021822,1,1793,0.959,0.959,0.959,326.82762193
audit,20,4,ofdm_sparse_interp,siso_forward,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.00091123738162334,4.52123608041478e-05,6.2661135159409e-06,0.341963346573823,1.86152325287084,0,0,1,1793,0.85,0.816666666666666,0.831818181818181,326.82892487
audit,20,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amplitude,200,0.745,0.436954972784618,0.0605588695685206,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.000912619688212879,3.02203357173996e-05,4.18832484583943e-06,0.341208154582793,1.84165751817647,0,0.00272777903109621,2,1793,0.949,0.949,0.949,331.28262553
audit,20,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,0.755,0.431166467403328,0.0597566236525438,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.000912619688212879,3.02203357173996e-05,4.18832484583943e-06,0.341208154582793,1.84165751817647,0,0.0423082268113013,2,1793,0.951,0.951,0.951,331.28887968
audit,20,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,cir,200,0.76,0.428154858567053,0.0593392359625831,0.5,0.501254707117086,0.0694703580908169,1,0.5,0,0.5,0.000912619688212879,3.02203357173996e-05,4.18832484583943e-06,0.341208154582793,1.84165751817647,0,0.00285476016751951,2,1793,0.952,0.952,0.952,331.298144605
audit,20,4,ofdm_sparse_interp,bidirectional_endpoint_fixed,ordinary_ofdm_cfr,toa,200,0.25,0.434099310129925,0.0601630949166493,0,0,0,0.25,1,0,0.5,0.000912619688212879,3.02203357173996e-05,4.18832484583943e-06,0.341208154582793,1.84165751817647,0,0,2,1793,0.85,0.816666666666666,0.831818181818181,331.300128965
audit,20,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amplitude,200,1,0,0,1,0,0,1,0,0,0,0.000932299654442575,3.22164881559589e-05,4.46497745925455e-06,0.42591879382458,2.86217262162896,0,0.00504236851393868,2,1793,1,1,1,337.01601773
audit,20,4,ofdm_sparse_interp,dual_receiver_complete,ordinary_ofdm_cfr,amp_phase_joint_weighted,200,1,0,0,1,0,0,1,0,0,0,0.000932299654442575,3.22164881559589e-05,4.46497745925455e-06,0.42591879382458,2.86217262162896,0,0.0601623759163871,2,1793,1,1,1,337.022220115
