sample_index,h_sampled_real,h_sampled_imag
531,2.63528025953168e-05,0.000145360318679438
532,-9.81055271860088e-05,0.000133507079496465
533,-2.54919506285777e-05,0.000106750543905669
534,-0.000139111647283079,0.000123125714494162
535,-7.31187802840009e-05,5.24043350917469e-05
536,-0.000158897576398627,9.43353517755055e-05
537,-0.000109425468231105,-9.39926888178403e-06
538,-0.000154662514404218,5.15731230482888e-05
539,-0.000129033919925802,-6.93400611317734e-05
540,-0.000127203871124684,1.34935564358939e-06
541,-0.000129094254468228,-0.000118422258023028
542,-8.08051838768825e-05,-4.87228223080864e-05
543,-0.000109730546779592,-0.000149331118247877
544,-2.25842033336649e-05,-9.11035973760411e-05
545,-7.39991681992269e-05,-0.000157543254170519
546,3.86093228414068e-05,-0.000119472038860232
547,-2.73963001033514e-05,-0.00014198931615097
548,9.35454532766115e-05,-0.000129664908384903
549,2.29904732553832e-05,-0.000105184943219026
550,0.000134006448309952,-0.000120282185515625
551,6.9558794800105e-05,-5.28220596779856e-05
552,0.000154013338217508,-9.2873987314138e-05
553,0.000105334667315374,7.11301391190765e-06
554,0.000150703537937821,-5.16851257737121e-05
555,0.000125009610613048,6.55551640247429e-05
556,0.000124732786181948,-3.00497769928044e-06
557,0.000125726223758557,0.000113719013647467
558,8.01608875195941e-05,4.57796672855613e-05
559,0.000107509770486696,0.000144414245437726
