frequency_hz,branch_kG1_HV_mag_dB,branch_kG1_HV_phase_deg,branch_kG1_Hport_mag_dB,branch_kG1_Hport_phase_deg,baseline_kG1_HV_mag_dB,baseline_kG1_HV_phase_deg,baseline_kG1_Hport_mag_dB,baseline_kG1_Hport_phase_deg,branch_kG5_HV_mag_dB,branch_kG5_HV_phase_deg,branch_kG5_Hport_mag_dB,branch_kG5_Hport_phase_deg,baseline_kG5_HV_mag_dB,baseline_kG5_HV_phase_deg,baseline_kG5_Hport_mag_dB,baseline_kG5_Hport_phase_deg
25869076.697606254,-20.350897767780548,-1511.3422551798817,-14.330297854500927,-1511.3422551798817,-15.420557301683706,-1510.8708985004687,-9.399957388404081,-1510.8708985004687,-28.669384969842916,-1500.3616374587277,-22.648785056563291,-1500.3616374587277,-23.737847506891665,-1504.5579544541522,-17.717247593612043,-1504.5579544541522
25882755.251587689,-20.410079754316858,-1511.9155670237187,-14.389479841037232,-1511.9155670237187,-15.461721702178437,-1511.4364233086721,-9.4411217888988137,-1511.4364233086721,-28.683047344102846,-1501.1064640845982,-22.662447430823221,-1501.1064640845982,-23.749755547892519,-1505.3254462745349,-17.729155634612894,-1505.3254462745349
25896433.805569127,-20.468262298038521,-1512.4819909193782,-14.4476623847589,-1512.4819909193782,-15.501871443797455,-1511.9969226323108,-9.4812715305178301,-1511.9969226323108,-28.696605165357568,-1501.8496019296917,-22.67600525207795,-1501.8496019296917,-23.76154125310326,-1506.0919947389937,-17.740941339823642,-1506.0919947389937
25910112.359550562,-20.525440221279226,-1513.0417256622661,-14.504840307999604,-1513.0417256622661,-15.54100128794502,-1512.5525734037358,-9.520401374665397,-1512.5525734037358,-28.710052831041043,-1502.5910719061542,-22.689452917761418,-1502.5910719061542,-23.773201182053253,-1506.8576242664881,-17.752601268773628,-1506.8576242664881
25923790.913531996,-20.581608926217768,-1513.594965647141,-14.561009012938143,-1513.594965647141,-15.579106444492369,-1513.1035493219231,-9.5585065312127462,-1513.1035493219231,-28.723384846361604,-1503.3308955668188,-22.702784933081979,-1503.3308955668188,-23.784732004200162,-1507.6223597534131,-17.764132090920537,-1507.6223597534131
25937469.467513435,-20.636764357957453,-1514.1419009478045,-14.616164444677828,-1514.1419009478045,-15.616182541960422,-1513.6500209326641,-9.5955826286807966,-1513.6500209326641,-28.736595825064924,-1504.0690950824442,-22.715995911785299,-1504.0690950824442,-23.796130499874828,-1508.386226552986,-17.775530586595202,-1508.386226552986
25951148.021494869,-20.690902969548883,-1514.6827174002042,-14.670303056269262,-1514.6827174002042,-15.652225599362593,-1514.1921557116427,-9.6316256860829697,-1514.1921557116427,-28.749680490099834,-1504.8056932192833,-22.729080576820209,-1504.8056932192833,-23.807393561147645,-1509.1492504547875,-17.78679364786802,-1509.1492504547875
25964826.575476307,-20.744021688872017,-1515.2175966883917,-14.723421775592392,-1515.2175966883917,-15.687231999634324,-1514.7301181499363,-9.6666320863546993,-1514.7301181499363,-28.762633674191104,-1505.5407133169906,-22.742033760911482,-1505.5407133169906,-23.818518192619518,-1509.9114576644693,-17.797918279339896,-1509.9114576644693
25978505.129457742,-20.796117887291487,-1515.7467164327827,-14.77551797401186,-1515.7467164327827,-15.721198464576588,-1515.2640698415048,-9.700598551296963,-1515.2640698415048,-28.775450320322946,-1506.2741792668753,-22.754850407043321,-1506.2741792668753,-23.829501512139935,-1510.6728747836262,-17.808901598860309,-1510.6728747836262
25992183.68343918,-20.847189350005767,-1516.2702502802624,-14.826589436726143,-1516.2702502802624,-15.754122031244787,-1515.7941695723041,-9.7335221179651636,-1515.7941695723041,-28.78812548213763,-1507.0061154905127,-22.767525568858005,-1507.0061154905127,-23.840340751455255,-1511.4335287898471,-17.81974083817563,-1511.4335287898471
26005862.237420615,-20.897234248009923,-1516.7883679957058,-14.876634334730298,-1516.7883679957058,-15.786000029715431,-1516.32057341068,-9.76540011643581,-1516.32057341068,-28.800654324252754,-1507.7365469187221,-22.780054410973133,-1507.7365469187221,-23.851033256789641,-1512.193447016939,-17.83043334351002,-1512.193447016939
26019540.791402053,-20.946251111596162,-1517.3012355545329,-14.92565119831654,-1517.3012355545329,-15.816830062166542,-1516.8434347987586,-9.7962301488869166,-1516.8434347987586,-28.813032122501404,-1508.4654989709211,-22.792432209221786,-1508.4654989709211,-23.861576489361557,-1512.9526571353415,-17.840976576081932,-1512.9526571353415
26033219.345383488,-20.994238805317561,-1517.8090152359496,-14.973638892037936,-1517.8090152359496,-15.846609983209259,-1517.3629046445487,-9.8260100699296338,-1517.3629046445487,-28.825254264098646,-1509.1929975348485,-22.804654350819025,-1509.1929975348485,-23.871968025838072,-1513.7111871327193,-17.851368112558447,-1513.7111871327193
26046897.899364926,-21.041196504344299,-1518.3118657165837,-15.020596591064674,-1518.3118657165837,-15.875337881411951,-1517.879131414551,-9.8547379681323282,-1517.879131414551,-28.837316247738386,-1509.9190689466809,-22.816716334458761,-1509.9190689466809,-23.882205558729844,-1514.4690652947461,-17.861605645450219,-1514.4690652947461
26060576.45334636,-21.087123672143768,-1518.8099421642337,-15.066523758864145,-1518.8099421642337,-15.903012061959824,-1518.392261226654,-9.882412148680201,-1518.392261226654,-28.849213683624111,-1510.6437399715287,-22.828613770344486,-1510.6437399715287,-23.892286896728905,-1515.2263201860765,-17.87168698344928,-1515.2263201860765
26074255.007327795,-21.132020039418219,-1519.3033963314931,-15.111420126138595,-1519.3033963314931,-15.929631030395983,-1518.9024379431476,-9.9090311171163599,-1518.9024379431476,-28.860942293437102,-1511.3670377843259,-22.84034238015748,-1511.3670377843259,-23.902209964991727,-1515.9829806315047,-17.881610051712105,-1515.9829806315047
26087933.561309233,-21.175885584237424,-1519.7923766490437,-15.155285670957799,-1519.7923766490437,-15.955193477392754,-1519.4098032637014,-9.9345935641131309,-1519.4098032637014,-28.872497910245649,-1512.0889899511046,-22.851897996966027,-1512.0889899511046,-23.911972805369757,-1516.7390756973118,-17.891372892090139,-1516.7390756973118
26101612.115290668,-21.21872051330562,-1520.2770283184263,-15.198120600025995,-1520.2770283184263,-15.979698264504394,-1519.9144968181809,-9.9590983512247693,-1519.9144968181809,-28.883876478358673,-1512.8096244106689,-22.863276565079047,-1512.8096244106689,-23.921573576589633,-1517.4946346728007,-17.900973663310008,-1517.4946346728007
26115290.669272106,-21.260525244304823,-1520.757493404129,-15.2399253310252,-1520.757493404129,-16.003144410854961,-1520.4166562591856,-9.9825444975753364,-1520.4166562591856,-28.895074053126983,-1513.5289694566507,-22.874474139847358,-1513.5289694566507,-23.931010554385036,-1518.2496870520133,-17.910410641105411,-1518.2496870520133
26128969.223253541,-21.301300389259488,-1521.2339109248528,-15.280700475979865,-1521.2339109248528,-16.025531080717681,-1520.9164173542222,-10.004931167438059,-1520.9164173542222,-28.906086800695622,-1514.2470537199656,-22.885486887415997,-1514.2470537199656,-23.940282131582286,-1519.0042625156343,-17.919682218302665,-1519.0042625156343
26142647.777234979,-21.34104673886953,-1521.7064169438283,-15.320446825589906,-1521.7064169438283,-16.04685757194455,-1521.4139140774307,-10.026257658664925,-1521.4139140774307,-28.916910997710133,-1514.9639061516482,-22.896311084430508,-1514.9639061516482,-23.949386818141353,-1519.7583909130697,-17.928786904861727,-1519.7583909130697
26156326.331216414,-21.379765247761739,-1522.1751446580854,-15.359165334482114,-1522.1751446580854,-16.067123305207438,-1521.9092787008071,-10.046523391927815,-1521.9092787008071,-28.927543030979987,-1515.6795560060796,-22.906943117700365,-1515.6795560060796,-23.958323241154183,-1520.5121022447026,-17.937723327874558,-1520.5121022447026
26170004.885197852,-21.417457020611813,-1522.6402244865822,-15.396857107332192,-1522.6402244865822,-16.08632781401429,-1522.402641884873,-10.065727900734665,-1522.402641884873,-28.937979397102119,-1516.3940328245949,-22.917379483822494,-1516.3940328245949,-23.967090144802022,-1521.2654266443251,-17.946490231522397,-1521.2654266443251
26183683.439179286,-21.454123299091002,-1523.1017841571215,-15.433523385811384,-1523.1017841571215,-16.104470735466023,-1522.8941327687501,-10.083870822186398,-1522.8941327687501,-28.948216702047297,-1517.1073664194707,-22.927616788767679,-1517.1073664194707,-23.975686390273083,-1522.0183943617283,-17.955086476993458,-1522.0183943617283
26197361.993160725,-21.489765449594703,-1523.5599487919933,-15.46916553631508,-1523.5599487919933,-16.121551801722582,-1523.3838790596196,-10.10095188844296,-1523.3838790596196,-28.95825166071214,-1517.8195868582886,-22.937651747432515,-1517.8195868582886,-23.984110955642237,-1522.7710357454653,-17.963511042362612,-1522.7710357454653
26211040.547142159,-21.524384951711713,-1524.0148409922947,-15.503785038432088,-1524.0148409922947,-16.137570832148139,-1523.8720071215503,-10.116970918868518,-1523.8720071215503,-28.968081096439423,-1518.5307244486667,-22.947481183159798,-1518.5307244486667,-23.992362935713913,-1523.5233812257648,-17.971763022434288,-1523.5233812257648
26224719.101123594,-21.557983387394959,-1524.4665809208855,-15.537383474115337,-1524.4665809208855,-16.152527726107898,-1524.3586420636784,-10.131927812828273,-1524.3586420636784,-28.977701940509238,-1519.2408097233558,-22.957102027229613,-1519.2408097233558,-24.000441541829574,-1524.2754612975984,-17.979841628549948,-1524.2754612975984
26238397.655105032,-21.590562430797114,-1524.9152863839529,-15.56996251751749,-1524.9152863839529,-16.166422456390933,-1524.843907827752,-10.145822543111308,-1524.843907827752,-28.9871112316034,-1519.9498734256988,-22.966511318323775,-1519.9498734256988,-24.008346101640633,-1525.0273065038975,-17.987746188361008,-1525.0273065038975
26252076.209086467,-21.622123838735682,-1525.3610729111638,-15.60152392545606,-1525.3610729111638,-16.179255063235555,-1525.3279272750317,-10.158655149955933,-1525.3279272750317,-28.996306115245545,-1520.657946495435,-22.97570620196592,-1520.657946495435,-24.016076058848228,-1525.7789474189037,-17.995476145568603,-1525.7789474189037
26265754.763067905,-21.652669441754671,-1525.8040538343882,-15.632069528475046,-1525.8040538343882,-16.191025648935419,-1525.8108222725725,-10.170425735655794,-1525.8108222725725,-29.005283843218983,-1521.3650600548597,-22.984683929939358,-1521.3650600548597,-24.023630972910347,-1526.5304146316635,-18.003031059630722,-1526.5304146316635
26279433.317049339,-21.682201135751399,-1526.2443403649941,-15.661601222471775,-1526.2443403649941,-16.201734373006737,-1526.2927137788959,-10.181134459727115,-1526.2927137788959,-29.014041772964767,-1522.0712453953131,-22.993441859685142,-1522.0712453953131,-24.031010518717441,-1527.2817387296402,-18.010410605437816,-1527.2817387296402
26293111.871030778,-21.710720874138651,-1526.6820416697033,-15.690120960859028,-1526.6820416697033,-16.211381447898695,-1526.7737219290761,-10.190781534619068,-1526.7737219290761,-29.022577366961642,-1522.7765339640089,-23.001977453682017,-1522.7765339640089,-24.038214486237006,-1528.032950282457,-18.017614572957381,-1528.032950282457
26306790.425012212,-21.738230660514336,-1527.117264945023,-15.717630747234711,-1527.117264945023,-16.219967135230839,-1527.2539661192695,-10.199367221951217,-1527.2539661192695,-29.030888192090263,-1523.480957351182,-23.010288278810638,-1523.480957351182,-24.045242780127797,-1528.784079825751,-18.024642866848176,-1528.784079825751
26320468.978993651,-21.764732541811838,-1527.5501154902538,-15.744132628532215,-1527.5501154902538,-16.227491742543197,-1527.7335650907094,-10.206891829263576,-1527.7335650907094,-29.038971918983158,-1524.1845472775547,-23.018372005703533,-1524.1845472775547,-24.052095419324257,-1529.5351578451364,-18.031495506044635,-1529.5351578451364
26334147.532975085,-21.790228601906499,-1527.9806967790998,-15.769628688626876,-1527.9806967790998,-16.233955620546325,-1528.2126370132057,-10.2133557072667,-1528.2126370132057,-29.046826321362438,-1524.8873355821081,-23.026226408082813,-1524.8873355821081,-24.058772536591341,-1530.2862147602734,-18.038172623311716,-1530.2862147602734
26347826.086956523,-21.814720955654437,-1528.4091105298814,-15.794121042374815,-1528.4091105298814,-16.239359160860332,-1528.6912995681814,-10.218759247580707,-1528.6912995681814,-29.054449275366938,-1525.589354210158,-23.033849362087313,-1525.589354210158,-24.06527437805023,-1531.0372809090302,-18.044674464770605,-1531.0372809090302
26361504.640937958,-21.838211743341191,-1528.8354567743875,-15.817611830061566,-1528.8354567743875,-16.243702794233567,-1529.1696700312734,-10.223102880953942,-1529.1696700312734,-29.061838758870163,-1526.2906352017144,-23.041238845590538,-1526.2906352017144,-24.071601302674988,-1531.7883865317356,-18.051001389395363,-1531.7883865317356
26375183.194919392,-21.860703125520065,-1529.2598339253827,-15.840103212240439,-1529.2598339253827,-16.246986989233097,-1529.6478653545546,-10.226387075953474,-1529.6478653545546,-29.068992850790892,-1526.9912106801335,-23.048392937511267,-1526.9912106801335,-24.077753781760272,-1532.5395617555198,-18.057153868480647,-1532.5395617555198
26388861.748900831,-21.882197278219859,-1529.6823388427983,-15.861597364940234,-1529.6823388427983,-16.249212251400788,-1530.1260022483948,-10.228612338121163,-1530.1260022483948,-29.075909730397456,-1527.6911128410311,-23.055309817117831,-1527.6911128410311,-24.083732398360098,-1533.2908365787266,-18.063132485080477,-1533.2908365787266
26402540.302882265,-21.90269638850345,-1530.1030668986293,-15.882096475223824,-1530.1030668986293,-16.250379122870527,-1530.6041972630101,-10.229779209590902,-1530.6041972630101,-29.082587676607339,-1528.3903739414693,-23.061987763327714,-1528.3903739414693,-24.089537846697574,-1534.0422408554025,-18.068937933417949,-1534.0422408554025
26416218.856863704,-21.922202650360578,-1530.5221120405802,-15.901602737080955,-1530.5221120405802,-16.25048818244322,-1531.0825668697451,-10.229888269163594,-1531.0825668697451,-29.089025067283131,-1529.0890262893995,-23.068425154003506,-1529.0890262893995,-24.095170931545312,-1534.7938042798539,-18.074571018265686,-1534.7938042798539
26429897.410845138,-21.940718260917716,-1530.9395668544773,-15.920118347638093,-1530.9395668544773,-16.249540046118227,-1531.5612275421113,-10.228940132838602,-1531.5612275421113,-29.095220378526076,-1529.7871022333386,-23.074620465246454,-1529.7871022333386,-24.100632567576362,-1535.5455563712553,-18.080032654296737,-1535.5455563712553
26443575.964826576,-21.95824541695043,-1531.35552262549,-15.937645503670808,-1531.35552262549,-16.247535368081081,-1532.0402958366401,-10.22693545480146,-1532.0402958366401,-29.101172183968345,-1530.4846341523028,-23.08057227068872,-1530.4846341523028,-24.10592377868511,-1536.2975264583306,-18.085323865405488,-1536.2975264583306
26457254.518808011,-21.974786311683431,-1531.7700693981878,-15.954186398403806,-1531.7700693981878,-16.244474842148932,-1532.5198884735667,-10.223874928869307,-1532.5198884735667,-29.106879154064838,-1531.1816544459507,-23.086279240785213,-1531.1816544459507,-24.111045697277895,-1537.0497436640678,-18.09044578399827,-1537.0497436640678
26470933.072789449,-21.990343131865547,-1532.1832960354784,-15.969743218585924,-1532.1832960354784,-16.240359203676679,-1533.0001224174055,-10.219759290397057,-1533.0001224174055,-29.112340055385658,-1531.8781955249535,-23.091740142106033,-1531.8781955249535,-24.11599956353254,-1537.8022368904935,-18.095399650252919,-1537.8022368904935
26484611.626770884,-22.004918055106586,-1532.595290276447,-15.984318141826963,-1532.595290276447,-16.235189231928313,-1533.4811149574239,-10.21458931864869,-1533.4811149574239,-29.117553749909931,-1532.5742898015756,-23.096953836630306,-1532.5742898015756,-24.120786724626374,-1538.5550348034826,-18.100186811346749,-1538.5550348034826
26498290.180752322,-22.018513247464963,-1533.0061387931496,-15.997913334185338,-1533.0061387931496,-16.22896575291934,-1533.962983788073,-10.208365839639717,-1533.962983788073,-29.122519194321825,-1533.269969680452,-23.1019192810422,-1533.269969680452,-24.125408633931926,-1539.3081658176125,-18.104808720652301,-1539.3081658176125
26511968.734733757,-22.031130861275155,-1533.4159272463846,-16.01053094799553,-1533.4159272463846,-16.221689642737775,-1534.445847089389,-10.20108972945815,-1534.445847089389,-29.127235439309352,-1533.9652675495545,-23.106635526029731,-1533.9652675495545,-24.129866850179553,-1540.0616580810463,-18.109266936899928,-1540.0616580810463
26525647.288715191,-22.042773033204853,-1533.8247403404832,-16.022173119925235,-1533.8247403404832,-16.213361831352792,-1534.9298236073951,-10.192761918073167,-1534.9298236073951,-29.131701628866743,-1534.660215771348,-23.111101715587118,-1534.660215771348,-24.134163036586038,-1540.8155394604571,-18.113563123306413,-1540.8155394604571
26539325.842696629,-22.053441882532901,-1534.2326618771581,-16.032841969253276,-1534.2326618771581,-16.203983306921486,-1535.4150327345324,-10.183383393641865,-1535.4150327345324,-29.135916999600742,-1535.3548466741063,-23.115317086321117,-1535.3548466741063,-24.138298959948475,-1541.5698375259742,-18.11769904666885,-1541.5698375259742
26553004.396678064,-22.063139509639083,-1534.6397748084426,-16.042539596359461,-1534.6397748084426,-16.193555120605858,-1535.9015945901331,-10.172955207326231,-1535.9015945901331,-29.139880880041442,-1536.049192543406,-23.119280966761817,-1536.049192543406,-24.142276489702109,-1542.3245795361638,-18.121676576422484,-1542.3245795361638
26566682.950659502,-22.071867994698469,-1535.0461612887625,-16.051268081418847,-1535.0461612887625,-16.182078391913617,-1536.3896301009579,-10.161478478633992,-1536.3896301009579,-29.143592689958076,-1536.7432856137611,-23.122992776678451,-1536.7432856137611,-24.146097596941431,-1543.0797924230358,-18.125497683661809,-1543.0797924230358
26580361.504640937,-22.079629396572379,-1535.4519027261679,-16.059029483292758,-1535.4519027261679,-16.169554314578299,-1536.8792610817975,-10.148954401298678,-1536.8792610817975,-29.147051939679901,-1537.4371580604125,-23.126452026400276,-1537.4371580604125,-24.149764353403121,-1543.8355027770729,-18.129164440123496,-1543.8355027770729
26594040.058622375,-22.08642575189031,-1535.8570798327748,-16.065825838610685,-1535.8570798327748,-16.155984162995164,-1537.3706103161564,-10.135384249715539,-1537.3706103161564,-29.150258229422803,-1538.1308419912484,-23.129658316143185,-1538.1308419912484,-24.153278930409918,-1544.5917368322914,-18.132679017130293,-1544.5917368322914
26607718.61260381,-22.092259074316246,-1536.2617726744411,-16.071659161036621,-1536.2617726744411,-16.141369299231727,-1537.8638016370048,-10.1207693859521,-1537.8638016370048,-29.153211248621531,-1538.8243694388577,-23.132611335341906,-1538.8243694388577,-24.156643597773989,-1545.3485204513263,-18.136043684494364,-1545.3485204513263
26621397.166585248,-22.097131353994168,-1536.6660607197146,-16.076531440714547,-1536.6660607197146,-16.125711180632969,-1538.3589600075966,-10.105111267353344,-1538.3589600075966,-29.155910775267856,-1539.5177723526979,-23.135310861988231,-1539.5177723526979,-24.159860722658788,-1546.1058791105424,-18.139260809379167,-1546.1058791105424
26635075.720566683,-22.101044557168169,-1537.0700228880926,-16.080444643888544,-1537.0700228880926,-16.109011368043053,-1538.8562116023352,-10.088411454763428,-1538.8562116023352,-29.158356675254783,-1540.211082591373,-23.137756761975162,-1540.211082591373,-24.162932768397894,-1546.8638378851726,-18.142332855118269,-1546.8638378851726
26648754.274548121,-22.104000625972834,-1537.4737375976267,-16.083400712693209,-1537.4737375976267,-16.091271534667097,-1539.3556838876668,-10.070671621387476,-1539.3556838876668,-29.160548901726806,-1540.9043319150235,-23.139948988447181,-1540.9043319150235,-24.165862293269583,-1547.6224214344966,-18.145262379989962,-1547.6224214344966
26662432.828529555,-22.106001478390112,-1537.8772828119002,-16.085401565110487,-1537.8772828119002,-16.072493475598574,-1539.8575057029568,-10.051893562318948,-1539.8575057029568,-29.162487494436089,-1541.5975519777967,-23.141887581156467,-1541.5975519777967,-24.168651949225826,-1548.3816539870429,-18.148052035946204,-1548.3816539870429
26676111.38251099,-22.107049008369735,-1538.2807360864206,-16.08644909509011,-1538.2807360864206,-16.052679118039084,-1540.3618073413177,-10.03207920475946,-1540.3618073413177,-29.164172579104797,-1542.2907743204134,-23.143572665825175,-1542.2907743204134,-24.171304480574278,-1549.1415593258323,-18.150704567294657,-1549.1415593258323
26689789.936492428,-22.107145086110336,-1538.6841746144546,-16.086545172830714,-1538.6841746144546,-16.031830532239663,-1540.8687206303248,-10.011230618960038,-1540.8687206303248,-29.165604366793083,-1542.9840303628105,-23.145004453513458,-1542.9840303628105,-24.173822722611877,-1549.9021607736686,-18.153222809332252,-1549.9021607736686
26703468.490473863,-22.106291558499109,-1539.0876752723377,-16.085691645219487,-1539.0876752723377,-16.009949943194318,-1541.3783790125528,-9.9893500299146947,-1541.3783790125528,-29.166783153272853,-1543.6773513968524,-23.146183239993228,-1543.6773513968524,-24.17620960020858,-1550.66348117847,-18.155609686928955,-1550.66348117847
26717147.044455301,-22.104490249708533,-1539.4913146642925,-16.083890336428908,-1539.4913146642925,-15.987039743118219,-1541.8909176258567,-9.9664398298385954,-1541.8909176258567,-29.167709318406942,-1544.3707685791069,-23.147109405127317,-1544.3707685791069,-24.178468126339968,-1551.4255428986571,-18.157868213060347,-1551.4255428986571
26730825.598436736,-22.101742961948617,-1539.8951691667828,-16.081143048668995,-1539.8951691667828,-15.963102504745223,-1542.4064733832934,-9.9425025914655976,-1542.4064733832934,-29.168383325533334,-1545.0643129236767,-23.147783412253709,-1545.0643129236767,-24.180601400567102,-1552.1883677885978,-18.160001487287481,-1552.1883677885978
26744504.152418174,-22.098051476374213,-1540.2993149724368,-16.077451563094588,-1540.2993149724368,-15.938140995480726,-1542.9251850525791,-9.917541082201101,-1542.9251850525791,-29.168805720854412,-1545.7580152950798,-23.148205807574787,-1545.7580152950798,-24.182612607462382,-1552.9519771841235,-18.162012694182756,-1552.9519771841235
26758182.706399608,-22.093417554146917,-1540.7038281335635,-16.072817640867296,-1540.7038281335635,-15.912158192448251,-1543.4471933349478,-9.8915582791686276,-1543.4471933349478,-29.168977132830509,-1546.4519064011738,-23.148377219550884,-1546.4519064011738,-24.184505014979866,-1553.716391888119,-18.163905101700244,-1553.716391888119
26771861.260381047,-22.087842937651789,-1541.1087846052951,-16.067243024372168,-1541.1087846052951,-15.885157298469789,-1543.9726409432626,-9.8645573851901673,-1543.9726409432626,-29.168898271577493,-1547.1460167861092,-23.148298358297872,-1547.1460167861092,-24.186281972768828,-1554.481632156193,-18.165682059489203,-1554.481632156193
26785539.814362481,-22.081329351869421,-1541.5142602883775,-16.060729438589799,-1541.5142602883775,-15.857141759021594,-1544.5016726792073,-9.8365418457419693,-1544.5016726792073,-29.168569928268006,-1547.8403768233172,-23.147970014988381,-1547.8403768233172,-24.187946910428973,-1555.2477176824468,-18.167346997149348,-1555.2477176824468
26799218.36834392,-22.073878505904418,-1541.920331071638,-16.053278592624793,-1541.920331071638,-15.828115280209333,-1545.0344355093721,-9.8075153669297084,-1545.0344355093721,-29.167992974535679,-1548.5350167085196,-23.147393061256054,-1548.5350167085196,-24.189503335706164,-1556.0146675853482,-18.168903422426538,-1556.0146675853482
26812896.922325354,-22.065492094671832,-1542.3270728741541,-16.044892181392207,-1542.3270728741541,-15.798081847808128,-1545.5710786400052,-9.7774819345285024,-1545.5710786400052,-29.167168361881931,-1549.2299664527472,-23.146568448602309,-1549.2299664527472,-24.190954832627295,-1556.7825003937171,-18.17035491934767,-1556.7825003937171
26826575.476306789,-22.056171800743286,-1542.7345616871457,-16.035571887463661,-1542.7345616871457,-15.767045747414336,-1546.1117535901926,-9.7464458341347129,-1546.1117535901926,-29.166097121084654,-1549.9252558753813,-23.145497207805029,-1549.9252558753813,-24.192305059573055,-1557.551234032841,-18.171705146293434,-1557.551234032841
26840254.030288227,-22.045919296355272,-1543.1428736156124,-16.025319383075647,-1543.1428736156124,-15.735011585758565,-1546.6566142631857,-9.7144116724789402,-1546.6566142631857,-29.164780361608074,-1550.6209145971879,-23.144180448328449,-1550.6209145971879,-24.193557747287375,-1558.3208858107341,-18.172957834007754,-1558.3208858107341
26853932.584269661,-22.034736245582316,-1543.5520849197412,-16.014136332302694,-1543.5520849197412,-15.701984313229602,-1547.2058170155756,-9.6813843999499802,-1547.2058170155756,-29.16321927101346,-1551.3169720333574,-23.142619357733835,-1551.3169720333574,-24.194716696822503,-1559.0914724045472,-18.174116783542878,-1559.0914724045472
26867611.1382511,-22.022624306678161,-1543.9622720560972,-16.002024393398536,-1543.9622720560972,-15.667969247661642,-1547.7595207239669,-9.6473693343820166,-1547.7595207239669,-29.161415114369493,-1552.0134573865398,-23.140815201089868,-1552.0134573865398,-24.195785777418468,-1559.8630098471492,-18.175185864138843,-1559.8630098471492
26881289.692232534,-22.009585134588747,-1544.3735117186218,-15.988985221309122,-1544.3735117186218,-15.632972099437637,-1548.3178868487767,-9.612372186158014,-1548.3178868487767,-29.159369233661931,-1552.7103996398646,-23.138769320382305,-1552.7103996398646,-24.196768924316206,-1560.6355135138924,-18.176169011036581,-1560.6355135138924
26894968.246213973,-21.995620383640802,-1544.7858808794526,-15.975020470361176,-1544.7858808794526,-15.596998997962803,-1548.881079494736,-9.5763990846831799,-1548.881079494736,-29.157083047201663,-1553.407827549951,-23.136483133922038,-1553.407827549951,-24.197670136503216,-1561.4089981095799,-18.177070223223591,-1561.4089981095799
26908646.800195407,-21.980731710410954,-1545.1994568295784,-15.960131797131329,-1545.1994568295784,-15.560056519563501,-1549.4492654676376,-9.5394566062838777,-1549.4492654676376,-29.1545580490302,-1554.105769639893,-23.133958135750575,-1554.105769639893,-24.198493474390954,-1562.1834776556491,-18.177893561111329,-1562.1834776556491
26922325.354176845,-21.964920776779714,-1545.6143172193429,-15.94432086350009,-1545.6143172193429,-15.52215171686675,-1550.0226143268096,-9.5015518035871267,-1550.0226143268096,-29.151795808322035,-1554.8042541922282,-23.13119589504241,-1554.8042541922282,-24.199243057423431,-1562.9589654775903,-18.178643144143805,-1562.9589654775903
26936003.90815828,-21.948189253176356,-1546.0305400988141,-15.927589339896734,-1546.0305400988141,-15.48329214971613,-1550.6012984327699,-9.4626922364365047,-1550.6012984327699,-29.148797968782702,-1555.5033092418764,-23.128198055503077,-1555.5033092418764,-24.199923061616122,-1563.7354741926226,-18.179323148336501,-1563.7354741926226
26949682.462139718,-21.930538822020075,-1546.448203958018,-15.909938908740449,-1546.448203958018,-15.443485917679878,-1551.1854929894323,-9.4228860044002545,-1551.1854929894323,-29.145566248041852,-1556.2029625690427,-23.124966334762227,-1556.2029625690427,-24.200537717025025,-1564.5130156976363,-18.179937803745403,-1564.5130156976363
26963361.016121153,-21.911971181363977,-1546.8673877670556,-15.891371268084352,-1546.8673877670556,-15.402741694205664,-1551.7753760802045,-9.382141780926041,-1551.7753760802045,-29.142102437040339,-1556.9032416920998,-23.121502523760714,-1556.9032416920998,-24.20109130514518,-1565.2916011574343,-18.180491391865555,-1565.2916011574343
26977039.570102587,-21.89248804874838,-1547.2881710160984,-15.871888135468755,-1547.2881710160984,-15.361068762476283,-1552.3711286972421,-9.3404688491966592,-1552.3711286972421,-29.138408399410174,-1557.6041738604197,-23.117808486130549,-1557.6041738604197,-24.201588156238614,-1566.0712409932798,-18.180988242958989,-1566.0712409932798
26990718.124084026,-21.872091165271058,-1547.7106337552748,-15.851491251991437,-1547.7106337552748,-15.318477053017938,-1552.9729347630525,-9.2978771397383131,-1552.9729347630525,-29.134486070846705,-1558.3057860471808,-23.11388615756708,-1558.3057860471808,-24.202032646591579,-1566.8519448717848,-18.181432733311958,-1566.8519448717848
27004396.67806546,-21.850782299881718,-1548.1348566344348,-15.830182386602093,-1548.1348566344348,-15.274977183111186,-1553.580981143589,-9.2543772698315632,-1553.580981143589,-29.130337458471686,-1559.0081049421237,-23.109737545192061,-1559.0081049421237,-24.202429195701093,-1567.6337216941479,-18.181829282421468,-1567.6337216941479
27018075.232046898,-21.828563253909085,-1548.5609209428071,-15.807963340629463,-1548.5609209428071,-15.230580498050333,-1554.1954576518867,-9.2099805847707081,-1554.1954576518867,-29.125964640186343,-1559.7111569442704,-23.105364726906718,-1559.7111569442704,-24.202782263390958,-1568.4165795857714,-18.182182350111333,-1568.4165795857714
