frequency_hz,branch_kG1_HV_mag_dB,branch_kG1_HV_phase_deg,branch_kG1_Hport_mag_dB,branch_kG1_Hport_phase_deg,baseline_kG1_HV_mag_dB,baseline_kG1_HV_phase_deg,baseline_kG1_Hport_mag_dB,baseline_kG1_Hport_phase_deg,branch_kG5_HV_mag_dB,branch_kG5_HV_phase_deg,branch_kG5_Hport_mag_dB,branch_kG5_Hport_phase_deg,baseline_kG5_HV_mag_dB,baseline_kG5_HV_phase_deg,baseline_kG5_Hport_mag_dB,baseline_kG5_Hport_phase_deg
4366389.8387884703,-13.396935531101949,-240.03181476322715,-7.3763356178223258,-240.03181476322715,-14.78478839631947,-263.12047906828394,-8.7641884830398471,-263.12047906828394,-15.140467012866864,-238.71634334103783,-9.1198670995872408,-238.71634334103783,-15.565752753291626,-262.87890716127856,-9.5451528400120029,-262.87890716127856
4380068.3927699067,-13.445664513885738,-240.90333894992696,-7.425064600606115,-240.90333894992696,-14.814777849589099,-263.47129355527505,-8.7941779363094756,-263.47129355527505,-15.1689400784953,-239.6288503357533,-9.1483401652156786,-239.6288503357533,-15.594768694124667,-263.3386358173139,-9.5741687808450422,-263.3386358173139
4393746.9467513431,-13.493615240233527,-241.75926113576406,-7.4730153269539041,-241.75926113576406,-14.843329184664908,-263.82002466942396,-8.822729271385283,-263.82002466942396,-15.197166069664354,-240.53108461438021,-9.1765661563847285,-240.53108461438021,-15.622585771451396,-263.79653998814831,-9.601985858171771,-263.79653998814831
4407425.5007327795,-13.540722855934169,-242.6000427659489,-7.5201229426545453,-242.6000427659489,-14.870448116649451,-264.16680070521852,-8.8498482033698256,-264.16680070521852,-15.225092152203182,-241.42326519016359,-9.2044922389235566,-241.42326519016359,-15.649207403993447,-264.25275694308283,-9.6286074907138222,-264.25275694308283
4421104.0547142159,-13.586926854320229,-243.42614382275178,-7.5663269410406055,-243.42614382275178,-14.896140105965204,-264.51174740805283,-8.8755401926855804,-264.51174740805283,-15.252667813823349,-242.30561787339781,-9.2320679005437238,-242.30561787339781,-15.6746370041025,-264.70742181124513,-9.6540370908228788,-264.70742181124513
4434782.6086956523,-13.632170841240514,-244.23802166097892,-7.6115709279608899,-244.23802166097892,-14.920410357048834,-264.85498814132058,-8.8998104437692085,-264.85498814132058,-15.279844814816595,-243.17837440051616,-9.2592449015369702,-243.17837440051616,-15.698877972152626,-265.16066771052459,-9.6782780588730031,-265.16066771052459
4448461.1626770888,-13.676402304496136,-245.03613000135886,-7.6558023912165112,-245.03613000135886,-14.943263817335502,-265.19664404812028,-8.9226639040558791,-265.19664404812028,-15.306577134040156,-244.0417716245108,-9.2859772207605324,-244.0417716245108,-15.721933691601556,-265.61262587344027,-9.7013337783219349,-265.61262587344027
4462139.7166585252,-13.719572388926771,-245.82091806851514,-7.6989724756471478,-245.82091806851514,-14.964705176500903,-265.53683420794528,-8.9441052632212781,-265.53683420794528,-15.332820911047671,-244.89605076519294,-9.3122209977680477,-244.89605076519294,-15.743807524684648,-266.0634257700728,-9.723207611405023,-266.0634257700728
4475818.2706399616,-13.76163567808611,-246.59282986077704,-7.7410357648064876,-246.59282986077704,-14.984738865932155,-265.87567578871727,-8.9641389526525312,-265.87567578871727,-15.358534385150268,-245.74145671750466,-9.3379344718706463,-245.74145671750466,-15.764502808708301,-266.51319522819705,-9.7439028954286755,-266.51319522819705
4489496.8246213971,-13.802549983228493,-247.3523035397333,-7.7819500699488682,-247.3523035397333,-15.003369058401418,-266.2132841945093,-8.9827691451217966,-266.2132841945093,-15.383677832120908,-246.57823741585133,-9.3630779188412827,-246.57823741585133,-15.784022852912845,-266.96206055074344,-9.7634229396332213,-266.96206055074344
4503175.3786028335,-13.842276140141179,-248.09977092813469,-7.8216762268615536,-248.09977092813469,-15.020599667919116,-266.54977320929123,-8.9999997546394912,-266.54977320929123,-15.408213499186441,-247.40664325224128,-9.3876135859068164,-247.40664325224128,-15.802370935877626,-267.41014663072366,-9.7817710225980008,-267.41014663072366
4516853.932584269,-13.880777814194678,-248.83565710548143,-7.8601779009150539,-248.83565710548143,-15.036434349746109,-266.88525513702024,-9.0158344364664842,-266.88525513702024,-15.432105538886255,-248.22692654588479,-9.4115056256066314,-248.22692654588479,-15.819550303443892,-267.85757706374523,-9.7989503901642685,-267.85757706374523
4530532.4865657054,-13.918021313846182,-249.56038009137552,-7.8974214005665573,-249.56038009137552,-15.050876500546629,-267.21984093838654,-9.0302765872670037,-267.21984093838654,-15.455319942314327,-249.03934106181339,-9.4347200290347022,-249.03934106181339,-15.835564167133608,-268.30447425824752,-9.8149642538539865,-268.30447425824752
4544211.0405471418,-13.953975412714341,-250.27435060745296,-7.9333754994347174,-250.27435060745296,-15.063929258665867,-267.55364036451715,-9.0433293453862422,-267.55364036451715,-15.477824472203396,-249.84414157602674,-9.4572245589237713,-249.84414157602674,-15.850415703044725,-268.75095954358045,-9.8298157897651013,-268.75095954358045
4557889.5945285782,-13.988611180246695,-250.97797190943592,-7.9680112669670713,-250.97797190943592,-15.075595504518361,-267.88676208792987,-9.0549955912387379,-267.88676208792987,-15.499588596255688,-250.64158348465358,-9.4789886829760626,-250.64158348465358,-15.864108051205941,-269.19715327605155,-9.8435081379263174,-269.19715327605155
4571568.1485100146,-14.021901820920352,-251.67163968154571,-8.0013019076407268,-251.67163968154571,-15.085877861075002,-268.21931383102122,-9.0652779477953764,-268.21931383102122,-15.520583421074249,-251.43192245461867,-9.4999835077946244,-251.43192245461867,-15.87664431537597,-269.64317494305919,-9.8560444020963462,-269.64317494305919
4585246.7024914511,-14.053822521851195,-252.35574198618801,-8.0332226085715721,-252.35574198618801,-15.094778694438576,-268.55140249236615,-9.0741787811589525,-268.55140249236615,-15.540781627002973,-252.21541411333789,-9.520181713723348,-252.21541411333789,-15.888027563274731,-270.08914326543118,-9.8674276499951077,-270.08914326543118
4598925.2564728875,-14.084350308634123,-253.03065926246296,-8.0637503953544982,-253.03065926246296,-15.102300114499274,-268.88313427109887,-9.0817002012196504,-268.88313427109887,-15.560157404140604,-252.99231377500999,-9.5395574908609788,-252.99231377500999,-15.898260827235651,-270.53517629808096,-9.8776609139560261,-270.53517629808096
4612603.8104543239,-14.113463909195394,-253.69676436765121,-8.0928639959157707,-253.69676436765121,-15.108443975663226,-269.21461478963914,-9.0878440623836028,-269.21461478963914,-15.578686389755941,-253.76287620113843,-9.5580864764763156,-253.76287620113843,-15.90734710527048,-270.98139152909317,-9.8867471919908567,-270.98139152909317
4626282.3644357603,-14.141143625406741,-254.35442265639813,-8.1205437121271178,-254.35442265639813,-15.113211877648812,-269.54594921502417,-9.0926119643691869,-269.54594921502417,-15.596345607296145,-254.52735539299081,-9.575745694016522,-254.52735539299081,-15.91528936253971,-271.42790597734523,-9.8946894492600883,-271.42790597734523
4639960.9184171958,-14.167371212187179,-255.0039920928397,-8.146771298907554,-255.0039920928397,-15.116605166346863,-269.87724237909822,-9.0960052530672399,-269.87724237909822,-15.61311340714893,-255.28600441378941,-9.5925134938693049,-255.28600441378941,-15.922090533223621,-271.87483628876822,-9.9014906199439956,-271.87483628876822
4653639.4723986322,-14.192129763802281,-255.64582339140671,-8.1715298505226581,-255.64582339140671,-15.118624934742373,-270.20859889781264,-9.0980250214627496,-270.20859889781264,-15.628969409291074,-256.03907523851586,-9.6083694960114503,-256.03907523851586,-15.927753522790697,-272.32229883134778,-9.9071536095110737,-272.32229883134778
4667318.0263800686,-14.21540360706021,-256.280260182495,-8.194803693780587,-256.280260182495,-15.119272023896688,-270.54012328988222,-9.0986721106170663,-270.54012328988222,-15.643894447930888,-256.78681862931097,-9.6232945346512633,-256.78681862931097,-15.932281210661989,-272.77040978895906,-9.9116812973823638,-272.77040978895906
4680996.5803615041,-14.237178201098537,-256.90763919960511,-8.2165782878189138,-256.90763919960511,-15.118547023990685,-270.87192009504287,-9.0979471107110612,-270.87192009504287,-15.657870518229775,-257.52948403455088,-9.6372706049501513,-257.52948403455088,-15.935676453271441,-273.21928525412949,-9.9150765399918175,-273.21928525412949
4694675.1343429405,-14.257440043454308,-257.52829048494033,-8.2368401301746843,-257.52829048494033,-15.116450275430573,-271.20409399215515,-9.0958503621509497,-271.20409399215515,-15.670880725168963,-258.26731950977609,-9.6502808118893384,-258.26731950977609,-15.937942087524185,-273.66904131981426,-9.9173421742445615,-273.66904131981426
4708353.6883243769,-14.276176582112345,-258.14253761079476,-8.2555766688327221,-258.14253761079476,-15.112981870019626,-271.536749917392,-9.0923819567400006,-271.536749917392,-15.682909234610003,-259.00057165875705,-9.6623093213303797,-259.00057165875705,-15.939080934656058,-274.11979417026947,-9.9184810213764347,-274.11979417026947
4722032.2423058134,-14.293376133231453,-258.75069791439171,-8.2727762199518278,-258.75069791439171,-15.108141652200274,-271.86999318275565,-9.0875417389206508,-271.86999318275565,-15.693941226583334,-259.7294855930748,-9.6733413133037107,-259.7294855930748,-15.939095804499575,-274.57166017109932,-9.9184958912199512,-274.57166017109932
4735710.7962872498,-14.30902780425544,-259.35308274411426,-8.2884278909758162,-259.35308274411426,-15.101929220372563,-272.20392959516164,-9.0813293070929397,-272.20392959516164,-15.703962850826167,-260.45430490869404,-9.6833629375465442,-260.45430490869404,-15.937989500162789,-275.02475595855145,-9.9173895868831679,-275.02475595855145
4749389.3502686862,-14.32312142212491,-259.94999771533969,-8.3025215088452846,-259.94999771533969,-15.094343928296368,-272.53866557633387,-9.073744015016743,-272.53866557633387,-15.712961184580349,-261.1752716780997,-9.6923612713007241,-261.1752716780997,-15.935764823129389,-275.47919852812754,-9.9151649098497661,-275.47919852812754
4763067.9042501226,-14.335647466316072,-260.54174297432581,-8.3150475530364503,-260.54174297432581,-15.085384886586244,-272.87430828375267,-9.0647849733066206,-272.87430828375267,-15.720924192651825,-261.89262645666287,-9.7003242793722038,-261.89262645666287,-15.932424578789693,-275.93510532257289,-9.9118246655100677,-275.93510532257289
4776746.458231559,-14.346597006444085,-261.12861346881482,-8.3259970931644638,-261.12861346881482,-15.075050964309291,-273.21096573290055,-9.0544510510296679,-273.21096573290055,-15.7278406897256,-262.60660830198367,-9.7072407764459765,-262.60660830198367,-15.927971582413857,-276.3925943192998,-9.907371669134232,-276.3925943192998
4790425.0122129945,-14.355961644181015,-261.71089922421521,-8.3353617309013917,-261.71089922421521,-15.063340790698161,-273.54874692105403,-9.0427408774185363,-273.54874692105403,-15.733700304924181,-263.31745480504856,-9.7131003916445557,-263.31745480504856,-15.922408665580303,-276.8517841172968,-9.9018087523006812,-276.8517841172968
4804103.5661944309,-14.363733459250756,-262.28888562440125,-8.3431335459711331,-262.28888562440125,-15.050252756992792,-273.88776195287124,-9.0296528437131691,-273.88776195287124,-15.738493448592505,-264.02540213211387,-9.7178935353128821,-264.02540213211387,-15.915738683073588,-277.31279402356699,-9.8951387697939648,-277.31279402356699
4817782.1201758673,-14.369904959276818,-262.86285369632338,-8.3493050459971929,-262.86285369632338,-15.035785018426555,-274.22812216802913,-9.0151851051469301,-274.22812216802913,-15.742211281288663,-264.73068507630444,-9.7216113680090377,-264.73068507630444,-15.907964520268003,-277.7757441391326,-9.8873646069883812,-277.7757441391326
4831460.6741573028,-14.374469033271852,-263.43308039777497,-8.353869119992229,-263.43308039777497,-15.019935496374019,-274.56994027116849,-8.9993355830943944,-274.56994027116849,-15.744845684956847,-265.43353711798602,-9.7242457716772215,-265.43353711798602,-15.899089101014319,-278.24075544463557,-9.8784891877346936,-278.24075544463557
4845139.2281387392,-14.377418908571508,-263.99983890778049,-8.356818995291885,-263.99983890778049,-15.002701880679908,-274.91333046441082,-8.9821019674002827,-274.91333046441082,-15.746389236257317,-266.13419049303394,-9.7257893229776915,-266.13419049303394,-15.889115396049009,-278.70794988555559,-9.8685154827693857,-278.70794988555559
4858817.7821201757,-14.378748111028457,-264.56339891919333,-8.3581481977488323,-264.56339891919333,-14.984081632190767,-275.25840858271323,-8.963481718911142,-275.25840858271323,-15.746835182026873,-266.83287626818361,-9.7262352687472475,-266.83287626818361,-15.8780464319468,-279.17745045705965,-9.8574465186671762,-279.17745045705965
4872496.3361016121,-14.378450428295867,-265.1240269331941,-8.3578505150162421,-265.1240269331941,-14.964071985513156,-275.60529223233817,-8.9434720722335328,-275.60529223233817,-15.746177416843066,-267.52982442270002,-9.7255775035634411,-267.52982442270002,-15.865885300638972,-279.64938128848547,-9.8452853873593487,-279.64938128848547
4886174.8900830485,-14.376519876042959,-265.68198655547206,-8.355919962763334,-265.68198655547206,-14.942669952024852,-275.95410093271494,-8.9220700387452272,-275.95410093271494,-15.744410462665615,-268.22526393566034,-9.7238105493859912,-268.22526393566034,-15.852635169521655,-280.12386772745526,-9.8320352562420297,-280.12386772745526
4899853.4440644849,-14.372950666958225,-266.23753879395952,-8.3523507536786017,-266.23753879395952,-14.919872323168018,-276.30495626198399,-8.8992724098883933,-276.30495626198399,-15.741529450529153,-268.91942287818347,-9.7209295372495284,-268.91942287818347,-15.838299292179869,-280.60103642360167,-9.8176993789002474,-280.60103642360167
4913531.9980459213,-14.367737182408959,-266.79094235806582,-8.347137269129334,-266.79094235806582,-14.895675674056243,-276.65798200651585,-8.8750757607766193,-276.65798200651585,-15.737530104262724,-269.61252850998733,-9.7169301909830992,-269.61252850998733,-15.822881019754904,-281.08101541187915,-9.8022811064752791,-281.08101541187915
4927210.5520273577,-14.360873946638666,-267.34245395942145,-8.3402740333590408,-267.34245395942145,-14.870076367430602,-277.01330431470825,-8.8494764541509774,-277.01330431470825,-15.732408726213098,-270.30480737968998,-9.7118088129334765,-270.30480737968998,-15.806383812984222,-281.5639341954203,-9.7857838997045974,-281.5639341954203
4940889.1060087932,-14.352355603396207,-267.89232861421107,-8.3317556901165819,-267.89232861421107,-14.843070558003006,-277.37105185537195,-8.8224706447233832,-277.37105185537195,-15.7261621849508,-270.99648542830244,-9.7055622716711749,-270.99648542830244,-15.788811254944974,-282.04992382788333,-9.7682113416653511,-282.04992382788333
4954567.6599902296,-14.342176894903556,-268.44081994722319,-8.3215769816239309,-268.44081994722319,-14.814654197229082,-277.73135598102425,-8.7940542839494569,-277.73135598102425,-15.718787904940076,-271.68778809539219,-9.6981879916604505,-271.68778809539219,-15.770167064533718,-282.53911699522405,-9.7495671512540927,-282.53911699522405
4968246.2139716661,-14.33033264308084,-268.98818049780078,-8.3097327298012154,-268.98818049780078,-14.784823038556517,-278.09435089641886,-8.7642231252768923,-278.09435089641886,-15.710283858156597,-272.37894042741726,-9.6896839448769736,-272.37894042741726,-15.750455110716954,-283.03164809680669,-9.7298551974373293,-283.03164809680669
