sample_id,replicate_id,split,grid_id,scenario_id,method_id,method_family,decision,decision_reason,best_template_id,best_topology_id,best_equivalence_class,accepted_topology_set,baseline_P0_equivalence_class,baseline_P0_equivalence_class_size,prior_conditioned_equivalence_class_size,best_distance,second_distance,margin,rho,subband_max_stat,subband_quantile_stat,neighborhood_score,neighborhood_margin,stability_value,stability_threshold,candidate_count_before_prior,candidate_count_after_prior,parameter_template_count,composite_template_count,configuration_hash,calibration_hash
final01_final_replication_test_cont_G004_03,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P059,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0348621971416005,0.057397383569647,0.0225351864280465,0.607383036871196,NaN,NaN,0.0355333870446051,0.0221268938083571,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G004_04,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P039,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.00751314006166817,0.0406012501252083,0.0330881100635401,0.185047013043039,NaN,NaN,0.00985004082942833,0.0316972082280185,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G004_05,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P060,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0647833651413319,0.0787375851647861,0.0139542200234542,0.822775616053339,NaN,NaN,0.0651847097065847,0.0138403964602587,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G004_06,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G004_P016,G004,"{G004,G007}","","{G004,G007}",2,2,0.115802057032671,0.120767650222503,0.00496559318983163,0.958883085150354,NaN,NaN,0.116418189644376,0.00489403856985575,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G004_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P122,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.043762823958079,0.043762823958079,0,NaN,NaN,0.00699273966641743,0.0375152617348262,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G004_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P122,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.043762823958079,0.043762823958079,0,NaN,NaN,0.00699273966641743,0.0375152617348262,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G005_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G005_P152,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0750506493487188,0.118447406343765,0.0433967569950458,0.633620031579831,NaN,NaN,0.075297893798638,0.0464519327225941,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G005_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G005_P043,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.106853672311147,0.132298229230589,0.0254445569194417,0.80767273252085,NaN,NaN,0.107113955964626,0.0265776338580947,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G005_03,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G005_P034,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.151940275489286,0.167099697288865,0.0151594217995788,0.9092791785596,NaN,NaN,0.152312173806175,0.0158430714550223,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G005_04,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G002_P025,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.116028726920916,0.137913341848218,0.0218846149273018,0.841316187144326,NaN,NaN,0.116524474300724,0.022050665222868,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G005_05,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G005_P071,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.0693183300230283,0.111657499746104,0.0423391697230758,0.620812127980916,NaN,NaN,0.0697631640567223,0.0445748906602082,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G005_06,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G002_P023,G002,"{G002,G005}","G002,G005","{G002,G005}",2,2,0.112495058469934,0.130341432817812,0.0178463743478775,0.863079805377882,NaN,NaN,0.113330443091334,0.0174277109778556,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G005_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G005_P122,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0,0.0920790891211598,0.0920790891211598,0,NaN,NaN,0.00780423920637138,0.0881032581759489,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G005_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G005_P122,G005,"{G002,G005}","G002,G005","{G002,G005}",2,2,0,0.0920790891211598,0.0920790891211598,0,NaN,NaN,0.00780423920637138,0.0881032581759489,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G006_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P088,G006,"{G006}","G006","{G006}",1,1,0.0304805914557282,0.0582032772780682,0.02772268582234,0.523692013244931,NaN,NaN,0.0312966395193125,0.0272997409888248,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G006_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P075,G006,"{G006}","G006","{G006}",1,1,0.0330645989107696,0.0509009485125565,0.0178363496017869,0.649587087791959,NaN,NaN,0.0337417689714671,0.018193150031841,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G006_03,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P114,G006,"{G006}","G006","{G006}",1,1,0.0656719205702304,0.0795056067333492,0.0138336861631188,0.826003640091181,NaN,NaN,0.066144942349657,0.0135985202173445,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G006_04,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P062,G006,"{G006}","G006","{G006}",1,1,0.117712347020955,0.125709691358034,0.00799734433707965,0.93638243597911,NaN,NaN,0.11842390905157,0.00779988411774429,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G006_05,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P096,G006,"{G006}","G006","{G006}",1,1,0.0304400355446855,0.0506335350413412,0.0201934994966558,0.601183297181021,NaN,NaN,0.0307439301075723,0.0202375268122749,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G006_06,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P122,G006,"{G006}","G006","{G006}",1,1,0.0743339036407092,0.0863584326716249,0.0120245290309157,0.86076022155822,NaN,NaN,0.0745900401446695,0.0121342344368792,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G006_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P122,G006,"{G006}","G006","{G006}",1,1,0,0.0444408225392152,0.0444408225392152,0,NaN,NaN,0.00702656657941482,0.037859954877651,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G006_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P122,G006,"{G006}","G006","{G006}",1,1,0,0.0444408225392152,0.0444408225392152,0,NaN,NaN,0.00702656657941482,0.037859954877651,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P066,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0772783638988159,0.0865674850563442,0.00928912115752838,0.892695032639853,NaN,NaN,0.0778218927013177,0.0092656439159348,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P062,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.10146283436196,0.111104935274007,0.0096421009120467,0.913216268123638,NaN,NaN,0.102354358827521,0.00921991600469552,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_03,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P134,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0417068448694586,0.0573380724759727,0.0156312276065141,0.727384843398918,NaN,NaN,0.0422293865563582,0.0156966107784931,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_04,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P141,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.0386163995688465,0.0596625827445088,0.0210461831756623,0.647246528591714,NaN,NaN,0.0392471363375214,0.0210396673250173,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_05,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G004_P017,G004,"{G004,G007}","","{G004,G007}",2,2,0.114712873272467,0.120600936693811,0.00588806342134315,0.951177299416477,NaN,NaN,0.115335019306669,0.00623265208417426,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_cont_G007_06,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G004_P020,G004,"{G004,G007}","","{G004,G007}",2,2,0.137529222453045,0.140873472289395,0.00334424983635004,0.97626061327958,NaN,NaN,0.138200730534097,0.00360953938246125,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G007_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P122,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.043762823958079,0.043762823958079,0,NaN,NaN,0.00699273966641745,0.0375152617348262,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_grid_G007_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G007_P122,G007,"{G004,G007}","G004,G007","{G004,G007}",2,2,0,0.043762823958079,0.043762823958079,0,NaN,NaN,0.00699273966641745,0.0375152617348262,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_01,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P025,G006,"{G006}","","{G006}",1,1,0.1083090837945,0.111148897463864,0.00283981366936352,0.974450365814369,NaN,NaN,0.109215349406013,0.0029462486999335,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_02,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P017,G003,"{G003}","G003","{G003}",1,1,0.070037125761632,0.0930687799386503,0.0230316541770183,0.7525308251279,NaN,NaN,0.0718036374748019,0.0223937712273861,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_03,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P074,G006,"{G006}","G006","{G006}",1,1,0.0544623199225599,0.0639462269533907,0.0094839070308308,0.85168934144316,NaN,NaN,0.0549394460625782,0.00977562422017339,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_04,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P078,G006,"{G006}","","{G006}",1,1,0.0843816658165756,0.089174678680986,0.00479301286441042,0.946251414232697,NaN,NaN,0.0847426841185052,0.00491595807822948,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_05,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P024,G003,"{G003}","G003","{G003}",1,1,0.11360994007831,0.121250087716543,0.00764014763823337,0.936988518663744,NaN,NaN,0.115126423658149,0.0068907132863698,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_06,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P074,G006,"{G006}","","{G006}",1,1,0.0905411852739526,0.0965255816903822,0.00598439641642957,0.938001964737563,NaN,NaN,0.091355352687228,0.00605331845649459,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_07,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P020,G006,"{G006}","","{G006}",1,1,0.147943284482152,0.150606799488615,0.00266351500646306,0.982314775850165,NaN,NaN,0.148326326527854,0.00268737774080818,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_08,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,equivalence_class,best observation class has multiple members,G004_P020,G004,"{G004,G007}","G004,G007","{G004,G007}",2,2,0.170700812989419,0.182606469552472,0.0119056565630537,0.934801562106936,NaN,NaN,0.171184097933718,0.0125136174483963,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_09,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P243,G006,"{G006}","G006","{G006}",1,1,0.0618418083927102,0.0692260034954759,0.00738419510276571,0.893332061208161,NaN,NaN,0.0627781321179306,0.00744166081975037,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_10,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P077,G006,"{G006}","G006","{G006}",1,1,0.0713812988786451,0.0792219468163801,0.00784064793773501,0.90102934535541,NaN,NaN,0.0720048577953945,0.00773672203926618,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_11,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G003_P022,G003,"{G003}","","{G003}",1,1,0.122278231467232,0.12739603190716,0.00511780043992788,0.959827630701894,NaN,NaN,0.124590050958299,0.00387514508256402,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_12,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P074,G006,"{G006}","","{G006}",1,1,0.115275518698502,0.119276498648223,0.00400097994972065,0.966456259229347,NaN,NaN,0.115945813110675,0.00394637989806627,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_13,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P075,G006,"{G006}","","{G006}",1,1,0.138544030962078,0.142171156563653,0.00362712560157499,0.974487612746362,NaN,NaN,0.139162506447739,0.00362573627503945,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_14,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P015,G003,"{G003}","G003","{G003}",1,1,0.0728031014381974,0.094799728377006,0.0219966269388086,0.767967405432863,NaN,NaN,0.0745599317510314,0.0210375435829339,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_15,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P132,G006,"{G006}","G006","{G006}",1,1,0.0472582349799678,0.0565127854609663,0.00925455048099854,0.836239703876799,NaN,NaN,0.0477661154450429,0.00948828350109546,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_16,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P077,G006,"{G006}","G006","{G006}",1,1,0.0817941182811788,0.0887311019774322,0.00693698369625345,0.921820156150663,NaN,NaN,0.0821666364520493,0.00719968512401063,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_17,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G003_P023,G003,"{G003}","G003","{G003}",1,1,0.0592204966720342,0.0992019179970116,0.0399814213249774,0.596969271029832,NaN,NaN,0.0605910075523823,0.039567578178506,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_18,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,reject_low_margin,class margin below calibration threshold,G006_P077,G006,"{G006}","","{G006}",1,1,0.0859820927409432,0.0902229401317307,0.00424084739078753,0.952995907852829,NaN,NaN,0.0867999503302051,0.0041341135167937,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
final01_final_replication_test_structure_out_19,final01,final_replication_test,B_ofdm_active_subcarriers,P0_no_prior,M0_M0_q900_K5_qs00,M0,unique_topology,singleton baseline class passed all frozen rules,G006_P160,G006,"{G006}","G006","{G006}",1,1,0.0740948286550895,0.0849666344439804,0.0108718057888909,0.87204617599711,NaN,NaN,0.0746306848027938,0.0107427083697726,NaN,0,7,7,243,1701,cb4a8948d2c30a9ff5901bc3cb4b64cea7348e122640626cf6b74c9c437dc641,f5355193b563ab35fde3db906a9397c0d8541c5c951f19b151f3c552bf4d2c0e
