mode,scenario,input_mode,measurement_kind,feature,snr_db,noise_kind,true_id,predicted_id,count
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,impulsive,T3,T3,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,cir,20,impulsive,T3,T3,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,toa,20,impulsive,T3,T2,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,amplitude,20,impulsive,T4,T4,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,impulsive,T4,T4,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,cir,20,impulsive,T4,T4,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,toa,20,impulsive,T4,T4,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,amplitude,20,impulsive,T5,T5,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,amp_phase_joint_weighted,20,impulsive,T5,T5,1
smoke,impulsive_dense_20,ofdm_dense_ls,three_view_complete,cir,20,impulsive,T5,T5,1
