scenario,sample,method,candidate_count,candidate_library_hash,truth_signature,truth_in_library,best_is_truth,correct_unique,false_unique,library_outside,parameter_outside,is_nonunique_control,decision_state,candidate_set_size,truth_in_candidate_set,distance,margin,top1_confidence,normalized_entropy,domain_relative_distance,domain_threshold,scoring_time_s,length_error_percent,load_error_percent,best_main_scale,best_branch_load_scale
parameter_replay,length_-05_load_+13.22_r07,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.252504933613796,5.55111512312578e-17,0.184607676027139,0.958933013592242,0.864827242287416,0.325221880007119,0.000464,-5,13.2215357135064,NaN,NaN
parameter_replay,length_-05_load_+13.22_r07,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00948298481363836,0.114488938911241,0.844955655095591,0.355801534197291,0.0324791420415407,0.411592377117292,0.000332,-5,13.2215357135064,0.95,1.1
parameter_replay,length_-05_load_+05.39_r08,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.253080362981341,0,0.188176230711526,0.956707324226628,0.860365908805486,0.325221880007119,0.000401,-5,5.38509718068563,NaN,NaN
parameter_replay,length_-05_load_+05.39_r08,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00892704370652749,0.116587838669744,0.849304675721716,0.34803388618848,0.0303481628563931,0.411592377117292,0.000329,-5,5.38509718068563,0.95,1
parameter_replay,length_-05_load_-12.86_r09,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.254301580428932,0,0.188089084938748,0.956303289123226,0.851872255989026,0.325221880007119,0.000444,-5,-12.8623986246187,NaN,NaN
parameter_replay,length_-05_load_-12.86_r09,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00977572530693039,0.118571302690781,0.852111488382513,0.34289799680293,0.0327472175245528,0.411592377117292,0.000372,-5,-12.8623986246187,0.95,0.9
parameter_replay,length_-05_load_-16.77_r10,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,0,0,0,0,0,0,REJECTED,0,0,0.256124850352516,5.55111512312578e-17,0.186919883804586,0.957091067879614,0.856161154191845,0.325221880007119,0.000459,-5,-16.7730665586308,NaN,NaN
parameter_replay,length_-05_load_-16.77_r10,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00933849144642529,0.118625946429622,0.853006538158994,0.341273898149366,0.0312162353796515,0.411592377117292,0.000357,-5,-16.7730665586308,0.95,0.8
parameter_replay,length_+00_load_-10.43_r01,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0109906231135973,0.112960847516365,0.745399891014642,0.515087250591681,0.0375991927808113,0.325221880007119,0.00045,0,-10.428793100537,NaN,NaN
parameter_replay,length_+00_load_-10.43_r01,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0091116283768597,0.114707967040712,0.839455297281898,0.365617746242028,0.0311711054366714,0.411592377117292,0.000341,0,-10.428793100537,1,0.9
parameter_replay,length_+00_load_+16.77_r02,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.0131976205096005,0.106195456693978,0.720884209699968,0.54949191082311,0.0463639669402021,0.325221880007119,0.000441,0,16.768813343346,NaN,NaN
parameter_replay,length_+00_load_+16.77_r02,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.00946151371603201,0.108897776920778,0.821565877572123,0.395680497540512,0.0332388182260027,0.411592377117292,0.000336,0,16.768813343346,1,1.2
parameter_replay,length_+00_load_+01.76_r03,stage6b,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.010098194624347,0.113032696848418,0.747867540993507,0.511666540402094,0.0348387807334141,0.325221880007119,0.000501,0,1.76102922234253,NaN,NaN
parameter_replay,length_+00_load_+01.76_r03,stage7a,7,645823e974494c88df292f21710687eef8a16ec4e566cd736905d508715576f5,"M=20,20,20,20,|T=0,0,0,0,|B=2,15,1,50;",1,1,1,0,0,0,0,UNIQUE_CONFIDENT,1,1,0.010098194624347,0.112555271411429,0.832982482332587,0.376680129744826,0.0348387807334141,0.411592377117292,0.000403,0,1.76102922234253,1,1
