domain,branch_length_m,fixed_rms_difference_ohm,repeat_count,method,truth_group,n,correct_unique_k,correct_unique_rate,correct_unique_low95,correct_unique_high95,false_unique_k,false_unique_rate,false_unique_low95,false_unique_high95,truth_covered_k,best_is_truth_k,mean_candidate_set_size,unique_k,ambiguous_k,low_confidence_k,rejected_k
off_grid,0.00025,0.0414859694311724,16,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,67,1.95,5,95,0,0
off_grid,0.00025,0.0414859694311724,64,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,196,100,1.95,0,189,0,11
off_grid,0.00025,0.0414859694311724,64,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,33,1.95,0,92,0,8
off_grid,0.00025,0.0414859694311724,64,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,67,1.95,0,97,0,3
off_grid,0.00025,0.0414859694311724,64,pair_likelihood_gap,ALL,200,8,0.04,0.0204056320661523,0.0769320682009329,10,0.05,0.027382645600764,0.0895781481387759,190,100,1.91,18,182,0,0
off_grid,0.00025,0.0414859694311724,64,pair_likelihood_gap,WEAK_M1,100,7,0.07,0.0343192610672727,0.137495147390735,6,0.06,0.0277861239631882,0.124768154458959,94,33,1.87,13,87,0,0
off_grid,0.00025,0.0414859694311724,64,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,67,1.95,5,95,0,0
off_grid,0.00025,0.0414859694311724,256,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,196,99,1.95,0,189,0,11
off_grid,0.00025,0.0414859694311724,256,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,33,1.95,0,92,0,8
off_grid,0.00025,0.0414859694311724,256,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,66,1.95,0,97,0,3
off_grid,0.00025,0.0414859694311724,256,pair_likelihood_gap,ALL,200,8,0.04,0.0204056320661523,0.0769320682009329,10,0.05,0.027382645600764,0.0895781481387759,190,99,1.91,18,182,0,0
off_grid,0.00025,0.0414859694311724,256,pair_likelihood_gap,WEAK_M1,100,7,0.07,0.0343192610672727,0.137495147390735,6,0.06,0.0277861239631882,0.124768154458959,94,33,1.87,13,87,0,0
off_grid,0.00025,0.0414859694311724,256,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,66,1.95,5,95,0,0
off_grid,0.00025,0.0414859694311724,1024,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,196,99,1.95,0,189,0,11
off_grid,0.00025,0.0414859694311724,1024,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,33,1.95,0,92,0,8
off_grid,0.00025,0.0414859694311724,1024,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,66,1.95,0,97,0,3
off_grid,0.00025,0.0414859694311724,1024,pair_likelihood_gap,ALL,200,8,0.04,0.0204056320661523,0.0769320682009329,10,0.05,0.027382645600764,0.0895781481387759,190,99,1.91,18,182,0,0
off_grid,0.00025,0.0414859694311724,1024,pair_likelihood_gap,WEAK_M1,100,7,0.07,0.0343192610672727,0.137495147390735,6,0.06,0.0277861239631882,0.124768154458959,94,33,1.87,13,87,0,0
off_grid,0.00025,0.0414859694311724,1024,pair_likelihood_gap,WEAK_M3,100,1,0.01,0.00176743206414065,0.0544861961787052,4,0.04,0.0156633039915476,0.098370714358879,96,66,1.95,5,95,0,0
off_grid,0.0005,0.0829697852914885,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,189,96,1.89,0,183,0,17
off_grid,0.0005,0.0829697852914885,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,93,31,1.92,0,93,0,7
off_grid,0.0005,0.0829697852914885,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,65,1.86,0,90,0,10
off_grid,0.0005,0.0829697852914885,1,pair_likelihood_gap,ALL,200,10,0.05,0.027382645600764,0.0895781481387759,7,0.035,0.0170555420085672,0.0704706115222906,193,96,1.915,17,183,0,0
off_grid,0.0005,0.0829697852914885,1,pair_likelihood_gap,WEAK_M1,100,5,0.05,0.021543679154368,0.111750469231919,0,0,0,0.0369934982069855,100,31,1.95,5,95,0,0
off_grid,0.0005,0.0829697852914885,1,pair_likelihood_gap,WEAK_M3,100,5,0.05,0.021543679154368,0.111750469231919,7,0.07,0.0343192610672727,0.137495147390735,93,65,1.88,12,88,0,0
off_grid,0.0005,0.0829697852914885,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,189,95,1.89,0,183,0,17
off_grid,0.0005,0.0829697852914885,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,93,31,1.92,0,93,0,7
off_grid,0.0005,0.0829697852914885,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,64,1.86,0,90,0,10
off_grid,0.0005,0.0829697852914885,4,pair_likelihood_gap,ALL,200,11,0.055,0.0309853417034589,0.0957869987723083,7,0.035,0.0170555420085672,0.0704706115222906,193,95,1.91,18,182,0,0
off_grid,0.0005,0.0829697852914885,4,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,0,0,0,0.0369934982069855,100,31,1.94,6,94,0,0
off_grid,0.0005,0.0829697852914885,4,pair_likelihood_gap,WEAK_M3,100,5,0.05,0.021543679154368,0.111750469231919,7,0.07,0.0343192610672727,0.137495147390735,93,64,1.88,12,88,0,0
off_grid,0.0005,0.0829697852914885,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,189,95,1.89,0,183,0,17
off_grid,0.0005,0.0829697852914885,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,93,31,1.92,0,93,0,7
off_grid,0.0005,0.0829697852914885,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,64,1.86,0,90,0,10
off_grid,0.0005,0.0829697852914885,16,pair_likelihood_gap,ALL,200,11,0.055,0.0309853417034589,0.0957869987723083,7,0.035,0.0170555420085672,0.0704706115222906,193,95,1.91,18,182,0,0
off_grid,0.0005,0.0829697852914885,16,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,0,0,0,0.0369934982069855,100,31,1.94,6,94,0,0
off_grid,0.0005,0.0829697852914885,16,pair_likelihood_gap,WEAK_M3,100,5,0.05,0.021543679154368,0.111750469231919,7,0.07,0.0343192610672727,0.137495147390735,93,64,1.88,12,88,0,0
off_grid,0.0005,0.0829697852914885,64,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,189,95,1.89,0,183,0,17
off_grid,0.0005,0.0829697852914885,64,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,93,31,1.92,0,93,0,7
off_grid,0.0005,0.0829697852914885,64,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,64,1.86,0,90,0,10
off_grid,0.0005,0.0829697852914885,64,pair_likelihood_gap,ALL,200,11,0.055,0.0309853417034589,0.0957869987723083,7,0.035,0.0170555420085672,0.0704706115222906,193,95,1.91,18,182,0,0
off_grid,0.0005,0.0829697852914885,64,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,0,0,0,0.0369934982069855,100,31,1.94,6,94,0,0
off_grid,0.0005,0.0829697852914885,64,pair_likelihood_gap,WEAK_M3,100,5,0.05,0.021543679154368,0.111750469231919,7,0.07,0.0343192610672727,0.137495147390735,93,64,1.88,12,88,0,0
off_grid,0.0005,0.0829697852914885,256,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,189,95,1.89,0,183,0,17
off_grid,0.0005,0.0829697852914885,256,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,93,31,1.92,0,93,0,7
off_grid,0.0005,0.0829697852914885,256,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,64,1.86,0,90,0,10
off_grid,0.0005,0.0829697852914885,256,pair_likelihood_gap,ALL,200,11,0.055,0.0309853417034589,0.0957869987723083,7,0.035,0.0170555420085672,0.0704706115222906,193,95,1.91,18,182,0,0
off_grid,0.0005,0.0829697852914885,256,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,0,0,0,0.0369934982069855,100,31,1.94,6,94,0,0
off_grid,0.0005,0.0829697852914885,256,pair_likelihood_gap,WEAK_M3,100,5,0.05,0.021543679154368,0.111750469231919,7,0.07,0.0343192610672727,0.137495147390735,93,64,1.88,12,88,0,0
off_grid,0.0005,0.0829697852914885,1024,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,189,95,1.89,0,183,0,17
off_grid,0.0005,0.0829697852914885,1024,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,93,31,1.92,0,93,0,7
off_grid,0.0005,0.0829697852914885,1024,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,64,1.86,0,90,0,10
off_grid,0.0005,0.0829697852914885,1024,pair_likelihood_gap,ALL,200,11,0.055,0.0309853417034589,0.0957869987723083,7,0.035,0.0170555420085672,0.0704706115222906,193,95,1.91,18,182,0,0
off_grid,0.0005,0.0829697852914885,1024,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,0,0,0,0.0369934982069855,100,31,1.94,6,94,0,0
off_grid,0.0005,0.0829697852914885,1024,pair_likelihood_gap,WEAK_M3,100,5,0.05,0.021543679154368,0.111750469231919,7,0.07,0.0343192610672727,0.137495147390735,93,64,1.88,12,88,0,0
off_grid,0.001,0.165938406629716,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,192,95,1.925,0,190,0,10
off_grid,0.001,0.165938406629716,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,28,1.94,0,97,0,3
off_grid,0.001,0.165938406629716,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,95,67,1.91,0,93,0,7
off_grid,0.001,0.165938406629716,1,pair_likelihood_gap,ALL,200,6,0.03,0.0138203143401114,0.0638942924545191,14,0.07,0.0421521718283429,0.114054808856106,186,95,1.9,20,180,0,0
off_grid,0.001,0.165938406629716,1,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,5,0.05,0.021543679154368,0.111750469231919,95,28,1.93,7,93,0,0
off_grid,0.001,0.165938406629716,1,pair_likelihood_gap,WEAK_M3,100,4,0.04,0.0156633039915476,0.098370714358879,9,0.09,0.0480725400025652,0.162262128527163,91,67,1.87,13,87,0,0
off_grid,0.001,0.165938406629716,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,192,95,1.925,0,190,0,10
off_grid,0.001,0.165938406629716,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,28,1.94,0,97,0,3
off_grid,0.001,0.165938406629716,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,95,67,1.91,0,93,0,7
off_grid,0.001,0.165938406629716,4,pair_likelihood_gap,ALL,200,5,0.025,0.0107247196517613,0.0571783404066419,11,0.055,0.0309853417034589,0.0957869987723083,189,95,1.92,16,184,0,0
off_grid,0.001,0.165938406629716,4,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,3,0.03,0.0102545240240389,0.0845193642905274,97,28,1.95,5,95,0,0
off_grid,0.001,0.165938406629716,4,pair_likelihood_gap,WEAK_M3,100,3,0.03,0.0102545240240389,0.0845193642905274,8,0.08,0.0410934614843807,0.149981077009487,92,67,1.89,11,89,0,0
off_grid,0.001,0.165938406629716,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,193,95,1.93,0,190,0,10
off_grid,0.001,0.165938406629716,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,28,1.94,0,97,0,3
off_grid,0.001,0.165938406629716,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,67,1.92,0,93,0,7
off_grid,0.001,0.165938406629716,16,pair_likelihood_gap,ALL,200,6,0.03,0.0138203143401114,0.0638942924545191,15,0.075,0.0459749171843821,0.120043610236294,185,95,1.895,21,179,0,0
off_grid,0.001,0.165938406629716,16,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,6,0.06,0.0277861239631882,0.124768154458959,94,28,1.92,8,92,0,0
off_grid,0.001,0.165938406629716,16,pair_likelihood_gap,WEAK_M3,100,4,0.04,0.0156633039915476,0.098370714358879,9,0.09,0.0480725400025652,0.162262128527163,91,67,1.87,13,87,0,0
off_grid,0.001,0.165938406629716,64,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,193,95,1.93,0,190,0,10
off_grid,0.001,0.165938406629716,64,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,28,1.94,0,97,0,3
off_grid,0.001,0.165938406629716,64,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,67,1.92,0,93,0,7
off_grid,0.001,0.165938406629716,64,pair_likelihood_gap,ALL,200,6,0.03,0.0138203143401114,0.0638942924545191,14,0.07,0.0421521718283429,0.114054808856106,186,95,1.9,20,180,0,0
off_grid,0.001,0.165938406629716,64,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,7,0.07,0.0343192610672727,0.137495147390735,93,28,1.91,9,91,0,0
off_grid,0.001,0.165938406629716,64,pair_likelihood_gap,WEAK_M3,100,4,0.04,0.0156633039915476,0.098370714358879,7,0.07,0.0343192610672727,0.137495147390735,93,67,1.89,11,89,0,0
off_grid,0.001,0.165938406629716,256,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,193,95,1.93,0,190,0,10
off_grid,0.001,0.165938406629716,256,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,28,1.94,0,97,0,3
off_grid,0.001,0.165938406629716,256,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,67,1.92,0,93,0,7
off_grid,0.001,0.165938406629716,256,pair_likelihood_gap,ALL,200,6,0.03,0.0138203143401114,0.0638942924545191,12,0.06,0.0346521942543319,0.101931692957663,188,95,1.91,18,182,0,0
off_grid,0.001,0.165938406629716,256,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,5,0.05,0.021543679154368,0.111750469231919,95,28,1.93,7,93,0,0
off_grid,0.001,0.165938406629716,256,pair_likelihood_gap,WEAK_M3,100,4,0.04,0.0156633039915476,0.098370714358879,7,0.07,0.0343192610672727,0.137495147390735,93,67,1.89,11,89,0,0
off_grid,0.001,0.165938406629716,1024,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,193,95,1.93,0,190,0,10
off_grid,0.001,0.165938406629716,1024,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,97,28,1.94,0,97,0,3
off_grid,0.001,0.165938406629716,1024,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,96,67,1.92,0,93,0,7
off_grid,0.001,0.165938406629716,1024,pair_likelihood_gap,ALL,200,6,0.03,0.0138203143401114,0.0638942924545191,12,0.06,0.0346521942543319,0.101931692957663,188,95,1.91,18,182,0,0
off_grid,0.001,0.165938406629716,1024,pair_likelihood_gap,WEAK_M1,100,2,0.02,0.00550196755016236,0.0700117907285438,5,0.05,0.021543679154368,0.111750469231919,95,28,1.93,7,93,0,0
off_grid,0.001,0.165938406629716,1024,pair_likelihood_gap,WEAK_M3,100,4,0.04,0.0156633039915476,0.098370714358879,7,0.07,0.0343192610672727,0.137495147390735,93,67,1.89,11,89,0,0
off_grid,0.002,0.331879075992818,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,198,96,1.975,0,192,0,8
off_grid,0.002,0.331879075992818,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,25,1.99,0,96,0,4
off_grid,0.002,0.331879075992818,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,71,1.96,0,96,0,4
off_grid,0.002,0.331879075992818,1,pair_likelihood_gap,ALL,200,12,0.06,0.0346521942543319,0.101931692957663,13,0.065,0.038376354649153,0.108019079299069,187,96,1.875,25,175,0,0
off_grid,0.002,0.331879075992818,1,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,6,0.06,0.0277861239631882,0.124768154458959,94,25,1.88,12,88,0,0
off_grid,0.002,0.331879075992818,1,pair_likelihood_gap,WEAK_M3,100,6,0.06,0.0277861239631882,0.124768154458959,7,0.07,0.0343192610672727,0.137495147390735,93,71,1.87,13,87,0,0
off_grid,0.002,0.331879075992818,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,198,95,1.975,0,192,0,8
off_grid,0.002,0.331879075992818,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,25,1.99,0,96,0,4
off_grid,0.002,0.331879075992818,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,70,1.96,0,96,0,4
off_grid,0.002,0.331879075992818,4,pair_likelihood_gap,ALL,200,12,0.06,0.0346521942543319,0.101931692957663,14,0.07,0.0421521718283429,0.114054808856106,186,95,1.87,26,174,0,0
off_grid,0.002,0.331879075992818,4,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,6,0.06,0.0277861239631882,0.124768154458959,94,25,1.88,12,88,0,0
off_grid,0.002,0.331879075992818,4,pair_likelihood_gap,WEAK_M3,100,6,0.06,0.0277861239631882,0.124768154458959,8,0.08,0.0410934614843807,0.149981077009487,92,70,1.86,14,86,0,0
off_grid,0.002,0.331879075992818,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,198,95,1.975,0,192,0,8
off_grid,0.002,0.331879075992818,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,25,1.99,0,96,0,4
off_grid,0.002,0.331879075992818,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,70,1.96,0,96,0,4
off_grid,0.002,0.331879075992818,16,pair_likelihood_gap,ALL,200,12,0.06,0.0346521942543319,0.101931692957663,14,0.07,0.0421521718283429,0.114054808856106,186,95,1.87,26,174,0,0
off_grid,0.002,0.331879075992818,16,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,6,0.06,0.0277861239631882,0.124768154458959,94,25,1.88,12,88,0,0
off_grid,0.002,0.331879075992818,16,pair_likelihood_gap,WEAK_M3,100,6,0.06,0.0277861239631882,0.124768154458959,8,0.08,0.0410934614843807,0.149981077009487,92,70,1.86,14,86,0,0
off_grid,0.002,0.331879075992818,64,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,198,95,1.975,0,192,0,8
off_grid,0.002,0.331879075992818,64,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,25,1.99,0,96,0,4
off_grid,0.002,0.331879075992818,64,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,70,1.96,0,96,0,4
off_grid,0.002,0.331879075992818,64,pair_likelihood_gap,ALL,200,12,0.06,0.0346521942543319,0.101931692957663,14,0.07,0.0421521718283429,0.114054808856106,186,95,1.87,26,174,0,0
off_grid,0.002,0.331879075992818,64,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,6,0.06,0.0277861239631882,0.124768154458959,94,25,1.88,12,88,0,0
off_grid,0.002,0.331879075992818,64,pair_likelihood_gap,WEAK_M3,100,6,0.06,0.0277861239631882,0.124768154458959,8,0.08,0.0410934614843807,0.149981077009487,92,70,1.86,14,86,0,0
off_grid,0.002,0.331879075992818,256,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,198,96,1.975,0,192,0,8
off_grid,0.002,0.331879075992818,256,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,25,1.99,0,96,0,4
off_grid,0.002,0.331879075992818,256,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,71,1.96,0,96,0,4
off_grid,0.002,0.331879075992818,256,pair_likelihood_gap,ALL,200,12,0.06,0.0346521942543319,0.101931692957663,13,0.065,0.038376354649153,0.108019079299069,187,96,1.875,25,175,0,0
off_grid,0.002,0.331879075992818,256,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,5,0.05,0.021543679154368,0.111750469231919,95,25,1.89,11,89,0,0
off_grid,0.002,0.331879075992818,256,pair_likelihood_gap,WEAK_M3,100,6,0.06,0.0277861239631882,0.124768154458959,8,0.08,0.0410934614843807,0.149981077009487,92,71,1.86,14,86,0,0
off_grid,0.002,0.331879075992818,1024,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,198,95,1.975,0,192,0,8
off_grid,0.002,0.331879075992818,1024,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,25,1.99,0,96,0,4
off_grid,0.002,0.331879075992818,1024,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,99,70,1.96,0,96,0,4
off_grid,0.002,0.331879075992818,1024,pair_likelihood_gap,ALL,200,12,0.06,0.0346521942543319,0.101931692957663,14,0.07,0.0421521718283429,0.114054808856106,186,95,1.87,26,174,0,0
off_grid,0.002,0.331879075992818,1024,pair_likelihood_gap,WEAK_M1,100,6,0.06,0.0277861239631882,0.124768154458959,6,0.06,0.0277861239631882,0.124768154458959,94,25,1.88,12,88,0,0
off_grid,0.002,0.331879075992818,1024,pair_likelihood_gap,WEAK_M3,100,6,0.06,0.0277861239631882,0.124768154458959,8,0.08,0.0410934614843807,0.149981077009487,92,70,1.86,14,86,0,0
off_grid,0.005,0.829728641154485,1,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,186,94,1.855,0,185,1,14
off_grid,0.005,0.829728641154485,1,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,37,1.84,0,92,0,8
off_grid,0.005,0.829728641154485,1,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,94,57,1.87,0,93,1,6
off_grid,0.005,0.829728641154485,1,pair_likelihood_gap,ALL,200,18,0.09,0.0576874488621932,0.137765718767165,14,0.07,0.0421521718283429,0.114054808856106,186,94,1.84,32,168,0,0
off_grid,0.005,0.829728641154485,1,pair_likelihood_gap,WEAK_M1,100,10,0.1,0.0552291370606752,0.174365661504913,10,0.1,0.0552291370606752,0.174365661504913,90,37,1.8,20,80,0,0
off_grid,0.005,0.829728641154485,1,pair_likelihood_gap,WEAK_M3,100,8,0.08,0.0410934614843807,0.149981077009487,4,0.04,0.0156633039915476,0.098370714358879,96,57,1.88,12,88,0,0
off_grid,0.005,0.829728641154485,4,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,186,93,1.855,0,185,1,14
off_grid,0.005,0.829728641154485,4,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,36,1.84,0,92,0,8
off_grid,0.005,0.829728641154485,4,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,94,57,1.87,0,93,1,6
off_grid,0.005,0.829728641154485,4,pair_likelihood_gap,ALL,200,19,0.095,0.0616631027173866,0.143601611648199,16,0.08,0.04984058588976,0.125989488267144,184,93,1.825,35,165,0,0
off_grid,0.005,0.829728641154485,4,pair_likelihood_gap,WEAK_M1,100,10,0.1,0.0552291370606752,0.174365661504913,10,0.1,0.0552291370606752,0.174365661504913,90,36,1.8,20,80,0,0
off_grid,0.005,0.829728641154485,4,pair_likelihood_gap,WEAK_M3,100,9,0.09,0.0480725400025652,0.162262128527163,6,0.06,0.0277861239631882,0.124768154458959,94,57,1.85,15,85,0,0
off_grid,0.005,0.829728641154485,16,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,186,94,1.855,0,185,1,14
off_grid,0.005,0.829728641154485,16,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,37,1.84,0,92,0,8
off_grid,0.005,0.829728641154485,16,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,94,57,1.87,0,93,1,6
off_grid,0.005,0.829728641154485,16,pair_likelihood_gap,ALL,200,18,0.09,0.0576874488621932,0.137765718767165,15,0.075,0.0459749171843821,0.120043610236294,185,94,1.835,33,167,0,0
off_grid,0.005,0.829728641154485,16,pair_likelihood_gap,WEAK_M1,100,9,0.09,0.0480725400025652,0.162262128527163,10,0.1,0.0552291370606752,0.174365661504913,90,37,1.81,19,81,0,0
off_grid,0.005,0.829728641154485,16,pair_likelihood_gap,WEAK_M3,100,9,0.09,0.0480725400025652,0.162262128527163,5,0.05,0.021543679154368,0.111750469231919,95,57,1.86,14,86,0,0
off_grid,0.005,0.829728641154485,64,stage7a4_four_state,ALL,200,0,0,0,0.0188453263772665,0,0,0,0.0188453263772665,186,94,1.855,0,185,1,14
off_grid,0.005,0.829728641154485,64,stage7a4_four_state,WEAK_M1,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,92,37,1.84,0,92,0,8
off_grid,0.005,0.829728641154485,64,stage7a4_four_state,WEAK_M3,100,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,94,57,1.87,0,93,1,6
off_grid,0.005,0.829728641154485,64,pair_likelihood_gap,ALL,200,18,0.09,0.0576874488621932,0.137765718767165,15,0.075,0.0459749171843821,0.120043610236294,185,94,1.835,33,167,0,0
