scenario,scheme,stage,library,truth_group,n,truth_in_library_n,truth_set_covered_k,truth_set_coverage,coverage_low95,coverage_high95,mean_set_size,correct_unique_k,correct_unique_rate,correct_unique_low95,correct_unique_high95,false_unique_k,false_unique_rate,false_unique_low95,false_unique_high95,unique_k,ambiguous_k,low_confidence_k,rejected_k,nonempty_set_k,nonempty_set_rate,measurement_count,receiver_port_count,changes_termination
T_termination_error,A0_H50,A0,original_three,ALL,200,150,145,0.966666666666667,0.924348203821221,0.985679568101907,0.985,32,0.16,0.11567412031587,0.217140701620671,6,0.03,0.0138203143401114,0.0638942924545191,38,5,144,13,192,0.96,1,1,0
T_termination_error,A0_H50,A0,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,23,0.46,0.329696521922244,0.596011286008425,0,0,0,0.0713475991333584,23,0,20,7,48,0.96,1,1,0
T_termination_error,A0_H50,A0,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,4,0.08,0.031549514088593,0.188382469183428,0,0,0,0.0713475991333584,4,0,45,1,49,0.98,1,1,0
T_termination_error,A0_H50,A0,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.98,5,0.1,0.0434757649318905,0.213602314374796,0,0,0,0.0713475991333584,5,1,42,2,48,0.96,1,1,0
T_termination_error,A0_H50,A0,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,1.02,0,0,0,0.0713475991333584,6,0.12,0.0561760015093229,0.23804817383203,6,4,37,3,47,0.94,1,1,0
T_termination_error,A0_Zin50,A0,diagnostic_pair,ALL,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,98,0.98,0.929988209271456,0.994498032449838,0,0,0,0.0369934982069855,98,0,0,2,98,0.98,1,1,0
T_termination_error,A0_Zin50,A0,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,0
T_termination_error,A0_Zin50,A0,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,50,1,0.928652400866641,1,0,0,0,0.0713475991333584,50,0,0,0,50,1,1,1,0
T_termination_error,A0_Zin50,A0,original_three,ALL,200,150,145,0.966666666666667,0.924348203821221,0.985679568101907,0.725,140,0.7,0.633209316272807,0.759252553176286,0,0,0,0.0188453263772665,140,0,0,60,145,0.725,1,1,0
T_termination_error,A0_Zin50,A0,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,44,0.88,0.76195182616797,0.943823998490677,0,0,0,0.0713475991333584,44,0,0,6,49,0.98,1,1,0
T_termination_error,A0_Zin50,A0,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,0
T_termination_error,A0_Zin50,A0,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,0
T_termination_error,A0_Zin50,A0,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,0
T_termination_error,A0_H50_Zin50,A0,diagnostic_pair,ALL,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,98,0.98,0.929988209271456,0.994498032449838,0,0,0,0.0369934982069855,98,0,0,2,98,0.98,1,1,0
T_termination_error,A0_H50_Zin50,A0,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,0
T_termination_error,A0_H50_Zin50,A0,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,50,1,0.928652400866641,1,0,0,0,0.0713475991333584,50,0,0,0,50,1,1,1,0
T_termination_error,A0_H50_Zin50,A0,original_three,ALL,200,150,145,0.966666666666667,0.924348203821221,0.985679568101907,0.725,140,0.7,0.633209316272807,0.759252553176286,0,0,0,0.0188453263772665,140,0,0,60,145,0.725,1,1,0
T_termination_error,A0_H50_Zin50,A0,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,44,0.88,0.76195182616797,0.943823998490677,0,0,0,0.0713475991333584,44,0,0,6,49,0.98,1,1,0
T_termination_error,A0_H50_Zin50,A0,original_three,G002,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,0
T_termination_error,A0_H50_Zin50,A0,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,0
T_termination_error,A0_H50_Zin50,A0,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,0
T_termination_error,A1_H_12p5,A1,diagnostic_pair,ALL,100,100,93,0.93,0.862504852609265,0.965680738932727,1.85,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,90,4,6,95,0.95,1,1,1
T_termination_error,A1_H_12p5,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.86,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,45,2,3,48,0.96,1,1,1
T_termination_error,A1_H_12p5,A1,diagnostic_pair,MIRROR_M3,50,50,45,0.9,0.786397685625204,0.95652423506811,1.84,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,45,2,3,47,0.94,1,1,1
T_termination_error,A1_H_12p5,A1,original_three,ALL,200,150,147,0.98,0.942853316729614,0.993175248677033,0.97,51,0.255,0.199604951720314,0.319629258204547,17,0.085,0.0537457501774757,0.131895870715656,68,0,119,13,194,0.97,1,1,1
T_termination_error,A1_H_12p5,A1,original_three,G001,50,50,50,1,0.928652400866641,1,1,23,0.46,0.329696521922244,0.596011286008425,0,0,0,0.0713475991333584,23,0,20,7,50,1,1,1,1
T_termination_error,A1_H_12p5,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,13,0.26,0.158715274935524,0.395531572648488,0,0,0,0.0713475991333584,13,0,36,1,49,0.98,1,1,1
T_termination_error,A1_H_12p5,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,15,0.3,0.19103553500881,0.437503504644534,0,0,0,0.0713475991333584,15,0,33,2,48,0.96,1,1,1
T_termination_error,A1_H_12p5,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.94,0,0,0,0.0713475991333584,17,0.34,0.224369492225001,0.478461739497674,17,0,30,3,47,0.94,1,1,1
T_termination_error,A1_Zin_12p5,A1,diagnostic_pair,ALL,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,98,0.98,0.929988209271456,0.994498032449838,0,0,0,0.0369934982069855,98,0,0,2,98,0.98,1,1,1
T_termination_error,A1_Zin_12p5,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_Zin_12p5,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,50,1,0.928652400866641,1,0,0,0,0.0713475991333584,50,0,0,0,50,1,1,1,1
T_termination_error,A1_Zin_12p5,A1,original_three,ALL,200,150,141,0.94,0.889910229165298,0.968115955790795,0.705,139,0.695,0.628014479020216,0.754635843692649,0,0,0,0.0188453263772665,139,0,0,61,141,0.705,1,1,1
T_termination_error,A1_Zin_12p5,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,47,0.94,1,1,1
T_termination_error,A1_Zin_12p5,A1,original_three,G002,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,1
T_termination_error,A1_Zin_12p5,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_Zin_12p5,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,diagnostic_pair,ALL,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,98,0.98,0.929988209271456,0.994498032449838,0,0,0,0.0369934982069855,98,0,0,2,98,0.98,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,50,1,0.928652400866641,1,0,0,0,0.0713475991333584,50,0,0,0,50,1,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,original_three,ALL,200,150,141,0.94,0.889910229165298,0.968115955790795,0.705,139,0.695,0.628014479020216,0.754635843692649,0,0,0,0.0188453263772665,139,0,0,61,141,0.705,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,47,0.94,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,original_three,G002,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_H_Zin_12p5,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,A1_H_25,A1,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,1.85,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,90,5,5,95,0.95,1,1,1
T_termination_error,A1_H_25,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,1.86,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,44,5,1,49,0.98,1,1,1
T_termination_error,A1_H_25,A1,diagnostic_pair,MIRROR_M3,50,50,46,0.92,0.811617530816572,0.968450485911407,1.84,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,46,0,4,46,0.92,1,1,1
T_termination_error,A1_H_25,A1,original_three,ALL,200,150,148,0.986666666666667,0.952693091299633,0.996335870848773,0.97,43,0.215,0.163718762545076,0.277023073489966,16,0.08,0.04984058588976,0.125989488267144,59,0,129,12,194,0.97,1,1,1
T_termination_error,A1_H_25,A1,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,22,0.44,0.311621992112572,0.576939719783431,0,0,0,0.0713475991333584,22,0,21,7,49,0.98,1,1,1
T_termination_error,A1_H_25,A1,original_three,G002,50,50,50,1,0.928652400866641,1,1,9,0.18,0.0977019267023419,0.307960536743007,0,0,0,0.0713475991333584,9,0,41,0,50,1,1,1,1
T_termination_error,A1_H_25,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,12,0.24,0.142973913969917,0.374126837579429,0,0,0,0.0713475991333584,12,0,37,1,49,0.98,1,1,1
T_termination_error,A1_H_25,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0.92,0,0,0,0.0713475991333584,16,0.32,0.207582162606569,0.45810297308144,16,0,30,4,46,0.92,1,1,1
T_termination_error,A1_Zin_25,A1,diagnostic_pair,ALL,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,98,0.98,0.929988209271456,0.994498032449838,0,0,0,0.0369934982069855,98,0,0,2,98,0.98,1,1,1
T_termination_error,A1_Zin_25,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_Zin_25,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,50,1,0.928652400866641,1,0,0,0,0.0713475991333584,50,0,0,0,50,1,1,1,1
T_termination_error,A1_Zin_25,A1,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,0.715,139,0.695,0.628014479020216,0.754635843692649,0,0,0,0.0188453263772665,139,0,0,61,143,0.715,1,1,1
T_termination_error,A1_Zin_25,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,44,0.88,0.76195182616797,0.943823998490677,0,0,0,0.0713475991333584,44,0,0,6,48,0.96,1,1,1
T_termination_error,A1_Zin_25,A1,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_termination_error,A1_Zin_25,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_Zin_25,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,A1_H_Zin_25,A1,diagnostic_pair,ALL,100,100,98,0.98,0.929988209271456,0.994498032449838,0.98,98,0.98,0.929988209271456,0.994498032449838,0,0,0,0.0369934982069855,98,0,0,2,98,0.98,1,1,1
T_termination_error,A1_H_Zin_25,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_H_Zin_25,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,50,1,0.928652400866641,1,0,0,0,0.0713475991333584,50,0,0,0,50,1,1,1,1
T_termination_error,A1_H_Zin_25,A1,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,0.715,139,0.695,0.628014479020216,0.754635843692649,0,0,0,0.0188453263772665,139,0,0,61,143,0.715,1,1,1
T_termination_error,A1_H_Zin_25,A1,original_three,G001,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,44,0.88,0.76195182616797,0.943823998490677,0,0,0,0.0713475991333584,44,0,0,6,48,0.96,1,1,1
T_termination_error,A1_H_Zin_25,A1,original_three,G002,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,47,0.94,0.837829083111618,0.979385029651026,0,0,0,0.0713475991333584,47,0,0,3,47,0.94,1,1,1
T_termination_error,A1_H_Zin_25,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,0.96,48,0.96,0.86539909312493,0.98896111567238,0,0,0,0.0713475991333584,48,0,0,2,48,0.96,1,1,1
T_termination_error,A1_H_Zin_25,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,A1_H_100,A1,diagnostic_pair,ALL,100,100,94,0.94,0.875231845541041,0.972213876036812,1.84,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,90,4,6,94,0.94,1,1,1
T_termination_error,A1_H_100,A1,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.84,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,44,4,2,48,0.96,1,1,1
T_termination_error,A1_H_100,A1,diagnostic_pair,MIRROR_M3,50,50,46,0.92,0.811617530816572,0.968450485911407,1.84,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,46,0,4,46,0.92,1,1,1
T_termination_error,A1_H_100,A1,original_three,ALL,200,150,144,0.96,0.915486535783444,0.981540839397926,1.145,22,0.11,0.0737724446012531,0.160926909973015,0,0,0,0.0188453263772665,22,39,127,12,190,0.95,1,1,1
T_termination_error,A1_H_100,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,22,0.44,0.311621992112572,0.576939719783431,0,0,0,0.0713475991333584,22,0,23,5,47,0.94,1,1,1
T_termination_error,A1_H_100,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,1.06,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,4,45,1,49,0.98,1,1,1
T_termination_error,A1_H_100,A1,original_three,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.3,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,17,31,2,48,0.96,1,1,1
T_termination_error,A1_H_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,1.28,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,18,28,4,46,0.92,1,1,1
T_termination_error,A1_Zin_100,A1,diagnostic_pair,ALL,100,100,99,0.99,0.945513803821295,0.998232567935859,0.99,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,99,0.99,1,1,1
T_termination_error,A1_Zin_100,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_Zin_100,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,50,1,1,1,1
T_termination_error,A1_Zin_100,A1,original_three,ALL,200,150,147,0.98,0.942853316729614,0.993175248677033,0.735,143,0.715,0.648846539703948,0.773049969953827,0,0,0,0.0188453263772665,143,0,0,57,147,0.735,1,1,1
T_termination_error,A1_Zin_100,A1,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_Zin_100,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,49,0.98,1,1,1
T_termination_error,A1_Zin_100,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_Zin_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,A1_H_Zin_100,A1,diagnostic_pair,ALL,100,100,99,0.99,0.945513803821295,0.998232567935859,0.99,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,99,0.99,1,1,1
T_termination_error,A1_H_Zin_100,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_H_Zin_100,A1,diagnostic_pair,MIRROR_M3,50,50,50,1,0.928652400866641,1,1,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,50,1,1,1,1
T_termination_error,A1_H_Zin_100,A1,original_three,ALL,200,150,147,0.98,0.942853316729614,0.993175248677033,0.735,143,0.715,0.648846539703948,0.773049969953827,0,0,0,0.0188453263772665,143,0,0,57,147,0.735,1,1,1
T_termination_error,A1_H_Zin_100,A1,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_H_Zin_100,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,49,0.98,1,1,1
T_termination_error,A1_H_Zin_100,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_H_Zin_100,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,A1_H_200,A1,diagnostic_pair,ALL,100,100,93,0.93,0.862504852609265,0.965680738932727,1.62,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,69,24,7,93,0.93,1,1,1
T_termination_error,A1_H_200,A1,diagnostic_pair,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,1.58,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,32,15,3,47,0.94,1,1,1
T_termination_error,A1_H_200,A1,diagnostic_pair,MIRROR_M3,50,50,46,0.92,0.811617530816572,0.968450485911407,1.66,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,37,9,4,46,0.92,1,1,1
T_termination_error,A1_H_200,A1,original_three,ALL,200,150,143,0.953333333333333,0.906813527600873,0.977213450838738,1.3,21,0.105,0.0697074879268103,0.15518031991123,0,0,0,0.0188453263772665,21,80,77,22,180,0.9,1,1,1
T_termination_error,A1_H_200,A1,original_three,G001,50,50,47,0.94,0.837829083111618,0.979385029651026,0.94,21,0.42,0.29375003354712,0.557665582314217,0,0,0,0.0713475991333584,21,0,24,5,47,0.94,1,1,1
T_termination_error,A1_H_200,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,1.44,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,23,26,1,49,0.98,1,1,1
T_termination_error,A1_H_200,A1,original_three,G003,50,50,47,0.94,0.837829083111618,0.979385029651026,1.46,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,26,21,3,47,0.94,1,1,1
T_termination_error,A1_H_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,1.36,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,31,6,13,37,0.74,1,1,1
T_termination_error,A1_Zin_200,A1,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,1
T_termination_error,A1_Zin_200,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_Zin_200,A1,diagnostic_pair,MIRROR_M3,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,1
T_termination_error,A1_Zin_200,A1,original_three,ALL,200,150,147,0.98,0.942853316729614,0.993175248677033,0.735,143,0.715,0.648846539703948,0.773049969953827,0,0,0,0.0188453263772665,143,0,0,57,147,0.735,1,1,1
T_termination_error,A1_Zin_200,A1,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_Zin_200,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,49,0.98,1,1,1
T_termination_error,A1_Zin_200,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_Zin_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,A1_H_Zin_200,A1,diagnostic_pair,ALL,100,100,95,0.95,0.888249530768081,0.978456320845632,0.95,95,0.95,0.888249530768081,0.978456320845632,0,0,0,0.0369934982069855,95,0,0,5,95,0.95,1,1,1
T_termination_error,A1_H_Zin_200,A1,diagnostic_pair,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_H_Zin_200,A1,diagnostic_pair,MIRROR_M3,50,50,46,0.92,0.811617530816572,0.968450485911407,0.92,46,0.92,0.811617530816572,0.968450485911407,0,0,0,0.0713475991333584,46,0,0,4,46,0.92,1,1,1
T_termination_error,A1_H_Zin_200,A1,original_three,ALL,200,150,147,0.98,0.942853316729614,0.993175248677033,0.735,143,0.715,0.648846539703948,0.773049969953827,0,0,0,0.0188453263772665,143,0,0,57,147,0.735,1,1,1
T_termination_error,A1_H_Zin_200,A1,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_H_Zin_200,A1,original_three,G002,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,45,0.9,0.786397685625204,0.95652423506811,0,0,0,0.0713475991333584,45,0,0,5,49,0.98,1,1,1
T_termination_error,A1_H_Zin_200,A1,original_three,G003,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,49,0.98,0.895045564103622,0.996460740728354,0,0,0,0.0713475991333584,49,0,0,1,49,0.98,1,1,1
T_termination_error,A1_H_Zin_200,A1,original_three,MIRROR_M3,50,0,0,NaN,NaN,NaN,0,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,0,0,50,0,0,1,1,1
T_termination_error,B_H50_repeat,B,diagnostic_pair,ALL,100,100,94,0.94,0.875231845541041,0.972213876036812,1.87,0,0,0,0.0369934982069855,0,0,0,0.0369934982069855,0,92,3,5,95,0.95,2,1,0
T_termination_error,B_H50_repeat,B,diagnostic_pair,G003,50,50,48,0.96,0.86539909312493,0.98896111567238,1.88,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,46,2,2,48,0.96,2,1,0
T_termination_error,B_H50_repeat,B,diagnostic_pair,MIRROR_M3,50,50,46,0.92,0.811617530816572,0.968450485911407,1.86,0,0,0,0.0713475991333584,0,0,0,0.0713475991333584,0,46,1,3,47,0.94,2,1,0
T_termination_error,B_H50_repeat,B,original_three,ALL,200,150,146,0.973333333333333,0.933446109487856,0.989582059177032,0.975,31,0.155,0.111396369276893,0.211606905923421,8,0.04,0.0204056320661523,0.0769320682009329,39,2,147,12,193,0.965,2,1,0
T_termination_error,B_H50_repeat,B,original_three,G001,50,50,49,0.98,0.895045564103622,0.996460740728354,0.98,22,0.44,0.311621992112572,0.576939719783431,0,0,0,0.0713475991333584,22,0,22,6,49,0.98,2,1,0
