dataset,scenario,sample,observation_seed,candidate_count,true_main_scale_audit_only,baseline_truth_distance,baseline_truth_best_main_scale,baseline_truth_best_load_scale,stage7a_coarse_truth_distance,stage7a_coarse_truth_best_main_scale,stage7a_coarse_truth_best_load_scale,stage7a_exhaustive_truth_distance,stage7a_exhaustive_truth_best_main_scale,stage7a_exhaustive_truth_best_load_scale,exhaustive_minus_baseline_truth_distance,max_distance_error,truth_distance_error,top1_changed,candidate_set_changed,state_changed,coarse_state,exhaustive_state,coarse_set,exhaustive_set,global_outside_local_count,coarse_template_comparisons,exhaustive_template_comparisons,exhaustive_runtime_s
independent_test,scale_large,diagnostic_r075,402671175,23,1.00579629264801,0.061159735841515,1,1,0.0610639517504346,1,1.1,0.0610639517504346,1,1.1,-9.57840910803531e-05,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,580,1380,0.000943
independent_test,scale_large,diagnostic_r076,402671176,23,0.989840927168161,0.101574732905746,1,1,0.101457591166211,1,1.1,0.101457591166211,1,1.1,-0.000117141739534463,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,580,1380,0.000927
independent_test,scale_large,diagnostic_r077,402671177,23,1.0143038796874,0.0617454946194123,1.02,1,0.104977921010805,1.025,1.1,0.104726461389955,1.025,1,0.0429809667705425,0.000251459620850353,0.000251459620850353,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",1,575,1380,0.000893
independent_test,scale_large,diagnostic_r078,402671178,23,0.98759677275887,0.0779588407165096,0.98,1,0.122869615253609,0.975,1.2,0.122869615253609,0.975,1.2,0.0449107745370994,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,575,1380,0.000844
independent_test,scale_large,diagnostic_r079,402671179,23,1.01581128420831,0.0503286894551667,1.02,1,0.092705908577319,1.025,1.2,0.092705908577319,1.025,1.2,0.0423772191221522,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,575,1380,0.000881
independent_test,scale_large,diagnostic_r080,402671180,23,0.996035038131812,0.0464908441219066,1,1,0.0461158679040652,1,1.1,0.0461158679040652,1,1.1,-0.000374976217841376,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,575,1380,0.0009
independent_test,scale_large,diagnostic_r081,402671181,23,0.98641340819609,0.0707224969512189,0.98,1,0.116777634235833,0.975,1.1,0.116777634235833,0.975,1.1,0.0460551372846137,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,580,1380,0.000847
independent_test,scale_large,diagnostic_r082,402671182,23,1.00841971014388,0.0872452702450768,1,1,0.0871479362575422,1,1.1,0.0871479362575422,1,1.1,-9.73339875346285e-05,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,580,1380,0.00085
independent_test,scale_large,diagnostic_r083,402671183,23,0.992609897337077,0.0787202963265781,1,1,0.0787202963265781,1,1,0.0787202963265781,1,1,-1.38777878078145e-17,0,0,0,0,0,UNIQUE_CONFIDENT,UNIQUE_CONFIDENT,"G004","G004",0,580,1380,0.000965
independent_test,scale_large,diagnostic_r084,402671184,23,0.994928044701749,0.0558391885305945,1,1,0.0558391885305945,1,1,0.0558391885305945,1,1,0,0,0,0,0,0,LOW_CONFIDENCE,LOW_CONFIDENCE,"G004,G007","G004,G007",0,580,1380,0.000904
