dataset,scenario,sample,candidate_id,coarse_distance,exhaustive_distance,distance_error,coarse_best_template_index,exhaustive_best_template_index,coarse_pivot_index,global_in_local_window,coarse_pivot_distance
independent_test,scale_small,diagnostic_r047,G002,0.0863015592108991,0.0863015592108991,0,40,40,41,1,0.164051124167337
independent_test,scale_small,diagnostic_r047,G003,0.144459846428058,0.144459846428058,0,40,40,41,1,0.185755105163374
independent_test,scale_small,diagnostic_r048,G001,0.208676261853599,0.208676261853599,0,6,6,5,1,0.248890910171398
independent_test,scale_small,diagnostic_r048,G002,0.0846385856259707,0.0846385856259707,0,33,33,41,1,0.156928958065906
independent_test,scale_small,diagnostic_r048,G003,0.145124872276539,0.145124872276539,0,42,42,41,1,0.18476775263578
independent_test,scale_small,diagnostic_r049,G001,0.196549990129149,0.196549990129149,0,5,5,5,1,0.196549990129149
independent_test,scale_small,diagnostic_r049,G002,0.0444541553066453,0.0444541553066453,0,32,32,23,1,0.044497886694031
independent_test,scale_small,diagnostic_r049,G003,0.129037112272717,0.129037112272717,0,41,41,41,1,0.129037112272717
independent_test,scale_small,diagnostic_r050,G001,0.210384931328738,0.210384931328738,0,4,4,5,1,0.260737985774334
independent_test,scale_small,diagnostic_r050,G002,0.0810514560295818,0.0810514560295818,0,31,31,41,1,0.170017965681293
independent_test,scale_small,diagnostic_r050,G003,0.141619053675834,0.141619053675834,0,40,40,41,1,0.18978882276868
independent_test,scale_small,diagnostic_r051,G001,0.218692904728017,0.218692904728017,0,5,5,5,1,0.218692904728017
independent_test,scale_small,diagnostic_r051,G002,0.105211957722981,0.105211957722981,0,32,32,23,1,0.105351066663933
independent_test,scale_small,diagnostic_r051,G003,0.152071556103896,0.152071556103896,0,41,41,41,1,0.152071556103896
independent_test,scale_small,diagnostic_r052,G001,0.210015630798356,0.210015630798356,0,4,4,5,1,0.261707926017801
independent_test,scale_small,diagnostic_r052,G002,0.0789273634758678,0.0789273634758678,0,31,31,41,1,0.172287729281179
independent_test,scale_small,diagnostic_r052,G003,0.140371149828282,0.140371149828282,0,40,40,41,1,0.191428496500339
independent_test,scale_small,diagnostic_r053,G001,0.222955575161694,0.222955575161694,0,5,5,5,1,0.222955575161694
independent_test,scale_small,diagnostic_r053,G002,0.115376205281853,0.115376205281853,0,41,41,41,1,0.115376205281853
independent_test,scale_small,diagnostic_r053,G003,0.155861693325073,0.155861693325073,0,41,41,41,1,0.155861693325073
independent_test,scale_small,diagnostic_r054,G001,0.192315733808371,0.192315733808371,0,5,5,5,1,0.192315733808371
independent_test,scale_small,diagnostic_r054,G002,0.0304686589841173,0.0304686589841173,0,23,23,23,1,0.0304686589841173
independent_test,scale_small,diagnostic_r054,G003,0.12663130007087,0.12663130007087,0,41,41,41,1,0.12663130007087
independent_test,scale_small,diagnostic_r055,G001,0.214940234751764,0.214940234751764,0,5,5,5,1,0.214940234751764
independent_test,scale_small,diagnostic_r055,G002,0.0944721512115869,0.0944721512115869,0,32,32,23,1,0.0945400905636864
independent_test,scale_small,diagnostic_r055,G003,0.14281912670745,0.14281912670745,0,41,41,41,1,0.14281912670745
independent_test,scale_small,diagnostic_r056,G001,0.196043527100249,0.196043527100249,0,5,5,5,1,0.196043527100249
independent_test,scale_small,diagnostic_r056,G002,0.0338183141864745,0.0338183141864745,0,14,14,23,1,0.0339735465440301
independent_test,scale_small,diagnostic_r056,G003,0.12798821579429,0.12798821579429,0,41,41,41,1,0.12798821579429
independent_test,scale_small,diagnostic_r057,G001,0.205878538451898,0.205878538451898,0,5,5,5,1,0.205878538451898
independent_test,scale_small,diagnostic_r057,G002,0.0778329021119305,0.0778329021119305,0,32,32,23,1,0.0779856231405356
independent_test,scale_small,diagnostic_r057,G003,0.139733419537349,0.139733419537349,0,41,41,41,1,0.139733419537349
independent_test,scale_small,diagnostic_r058,G001,0.199451463844067,0.199451463844067,0,6,6,5,1,0.257980931669051
independent_test,scale_small,diagnostic_r058,G002,0.0690334383250738,0.068952184752446,8.1253572627768e-05,33,24,41,0,0.172363503858142
independent_test,scale_small,diagnostic_r058,G003,0.12989987389761,0.12989987389761,0,42,42,41,1,0.189746281396193
independent_test,scale_small,diagnostic_r059,G001,0.206665476916158,0.206665476916158,0,6,6,5,1,0.246303272193251
independent_test,scale_small,diagnostic_r059,G002,0.0880839731533512,0.0880839731533512,0,33,33,41,1,0.153344941741255
independent_test,scale_small,diagnostic_r059,G003,0.141187518639194,0.141187518639194,0,42,42,41,1,0.178979664615164
independent_test,scale_small,diagnostic_r060,G001,0.194834498592343,0.194834498592343,0,5,5,5,1,0.194834498592343
independent_test,scale_small,diagnostic_r060,G002,0.0506545746831298,0.0506545746831298,0,23,23,23,1,0.0506545746831298
independent_test,scale_small,diagnostic_r060,G003,0.125754114549154,0.125754114549154,0,41,41,41,1,0.125754114549154
independent_test,scale_small,diagnostic_r061,G001,0.210575878810042,0.210575878810042,0,4,4,5,1,0.26714667386116
independent_test,scale_small,diagnostic_r061,G002,0.0702108617002558,0.0702108617002558,0,31,31,41,1,0.177758062857592
independent_test,scale_small,diagnostic_r061,G003,0.141437956937684,0.141437956937684,0,40,40,41,1,0.198148065544973
independent_test,scale_small,diagnostic_r062,G001,0.193349520862918,0.193349520862918,0,5,5,5,1,0.193349520862918
independent_test,scale_small,diagnostic_r062,G002,0.0480087832848711,0.0480087832848711,0,32,32,41,1,0.0481286163042396
independent_test,scale_small,diagnostic_r062,G003,0.12817420408668,0.12817420408668,0,41,41,41,1,0.12817420408668
independent_test,scale_small,diagnostic_r063,G001,0.189837276128358,0.189837276128358,0,5,5,5,1,0.189837276128358
independent_test,scale_small,diagnostic_r063,G002,0.0348395173326136,0.0348395173326136,0,23,23,23,1,0.0348395173326136
independent_test,scale_small,diagnostic_r063,G003,0.127575633881462,0.127575633881462,0,41,41,41,1,0.127575633881462
independent_test,scale_small,diagnostic_r064,G001,0.21792537237622,0.21792537237622,0,5,5,5,1,0.21792537237622
independent_test,scale_small,diagnostic_r064,G002,0.1078864533896,0.1078864533896,0,41,41,41,1,0.1078864533896
independent_test,scale_small,diagnostic_r064,G003,0.153858897108273,0.153858897108273,0,41,41,41,1,0.153858897108273
independent_test,scale_small,diagnostic_r065,G001,0.203737481017083,0.203737481017083,0,4,4,5,1,0.274479703564522
independent_test,scale_small,diagnostic_r065,G002,0.0605446417752338,0.0605446417752338,0,31,31,41,1,0.188087615635411
independent_test,scale_small,diagnostic_r065,G003,0.134396438536402,0.134396438536402,0,40,40,41,1,0.201796004695324
independent_test,scale_small,diagnostic_r066,G001,0.19324762327709,0.19324762327709,0,5,5,5,1,0.19324762327709
independent_test,scale_small,diagnostic_r066,G002,0.035309440785182,0.035309440785182,0,23,23,23,1,0.035309440785182
independent_test,scale_small,diagnostic_r066,G003,0.125131038577284,0.125131038577284,0,41,41,41,1,0.125131038577284
independent_test,scale_small,diagnostic_r067,G001,0.229168434553934,0.229168434553934,0,4,4,5,1,0.231536008804856
independent_test,scale_small,diagnostic_r067,G002,0.119060984185564,0.119060984185564,0,40,40,41,1,0.131466891461846
independent_test,scale_small,diagnostic_r067,G003,0.15786572535781,0.15786572535781,0,40,40,41,1,0.164870015195125
independent_test,scale_small,diagnostic_r068,G001,0.198834261079545,0.198834261079545,0,5,5,5,1,0.198834261079545
independent_test,scale_small,diagnostic_r068,G002,0.0434944493106594,0.0434944493106594,0,23,23,23,1,0.0434944493106594
independent_test,scale_small,diagnostic_r068,G003,0.12660727453367,0.12660727453367,0,41,41,41,1,0.12660727453367
independent_test,scale_small,diagnostic_r069,G001,0.214038239830679,0.214038239830679,0,4,4,5,1,0.249891755987063
independent_test,scale_small,diagnostic_r069,G002,0.0946506986296178,0.0946506986296178,0,40,40,41,1,0.155110421629756
independent_test,scale_small,diagnostic_r069,G003,0.145678528673338,0.145678528673338,0,40,40,41,1,0.181124744672158
independent_test,scale_small,diagnostic_r070,G001,0.21600894345244,0.21600894345244,0,6,6,5,1,0.248610636938887
independent_test,scale_small,diagnostic_r070,G002,0.0976224565806525,0.0976224565806525,0,15,15,23,1,0.147791994234639
independent_test,scale_small,diagnostic_r070,G003,0.146873388728091,0.146873388728091,0,33,33,41,1,0.179750160409365
independent_test,scale_small,diagnostic_r071,G001,0.213834995704494,0.213834995704494,0,5,5,5,1,0.213834995704494
independent_test,scale_small,diagnostic_r071,G002,0.0890976200318641,0.0890976200318641,0,32,32,23,1,0.089137484302986
