sample_id,paired_case_id,category,replicate,candidate_id,truth_topology_id,accepted_set,set_size,hit,empty,experiment_hash,calibration_hash,parameter_vector_hash,noiseless_cfr_hash,observation_hash
r211_paired_parameter_ood_far_C035_R02,paired_C035_R02,parameter_ood_far,2,R21C_035,R21C_035,"",0,0,1,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,18f8a0785eb7c2203c1ba67a44f1683f7acca2bf7960ae8ead63bd86265a4ee3,1826dd11df09522e1916e7ac294f97119dd763857569a6c30720099633b64c41,767fd8d8935a0c6ed7d9ce83a87712e19bbc912f271830760a5a60471f76ea9c
r211_paired_in_domain_C036_R01,paired_C036_R01,in_domain,1,R21C_036,R21C_036,"R21C_036,R21C_052",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,f77062350b2104ca31969703662d379a6da8510aa0506e905a90f5a467ce37bf,aa8dfd7a90fbb54076410cc2964ed8bf2c26173067a20d9a1a501215dd0ce6f1,631c89153f63dbdc004e2073454f27b420e3c60039b00f6f87e94b0e65a3f569
r211_paired_boundary_lower_C036_R01,paired_C036_R01,boundary_lower,1,R21C_036,R21C_036,"R21C_036,R21C_052",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,e1999d3bf66d010bbbc1ee080b2cb02e78291a2e8ada904b7031d0a1c1c67cd3,928a83bfa032317cf9a076e301b3e29c251905a2906dfb51c760d72ca77f2229,8ea1703e2dd467ef2aa353c95de4bcfb369132fb356042970df0a3a5a4aec31c
r211_paired_boundary_upper_C036_R01,paired_C036_R01,boundary_upper,1,R21C_036,R21C_036,"R21C_036,R21C_052",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,6c823515f62171ccbf4d26f6b2bb47dc9cac5612ccd9ccc3ab565314b993fff5,559fc0e0da2a9f6219cbef00969bb5e612fe1cfdca89649b357199d5370430ec,6a3336c2ccfa0344397d994915f87632628d50f000809a0a6243103a347eec8d
r211_paired_parameter_ood_near_C036_R01,paired_C036_R01,parameter_ood_near,1,R21C_036,R21C_036,"R21C_036",1,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,a9709a357364b46219eb90c299dfaea290e879101242a78efdc4e8aedd05fb39,d3b82565fdb925cf83c9d0fdd3fb16db6f264e08969dac711fee47bc02f9dea6,f1721291cfc14d47629fd3f03c618e4e89f35b2985c2bc548c044dca77c1416e
r211_paired_parameter_ood_medium_C036_R01,paired_C036_R01,parameter_ood_medium,1,R21C_036,R21C_036,"R21C_035",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,7629b427c3ca61a88ca1850a49ec6ccb7735844ef7cd1d22d103252bb7c35b86,647c98b0c6d6804fbc6ec3684d012ea5c16ee4e721d353a6975f58e1fc837932,ac61e4ec025e4f5edde132970ac819f5f179161985f52329757fdd7c78a7cb26
r211_paired_parameter_ood_far_C036_R01,paired_C036_R01,parameter_ood_far,1,R21C_036,R21C_036,"",0,0,1,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,36e3a51d35639a59536e4aafcfee85d6b33e2d95b75c28626162198a3fe2630f,9cf91da4e05c94034e08146277b39841802f1266cc5873e79eb52ec776d1e6f1,531729a34683e575a7d8179af988d86643fa48facfe182767e5ae9451bff659e
r211_paired_in_domain_C036_R02,paired_C036_R02,in_domain,2,R21C_036,R21C_036,"R21C_036,R21C_052",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,b9c1c8b9a3426038d3658832718b6c40f88781090abb35e1dc1ae1ed4af1eacf,d8ea20829fbe82d7028ebb8e66e5620dff3647a8ee8af57dfb1e0ec3116c7796,261681d1765e88cfe03de582029f15fb019950d64f95d4ddffee83aaa5d6069c
r211_paired_boundary_lower_C036_R02,paired_C036_R02,boundary_lower,2,R21C_036,R21C_036,"R21C_036,R21C_052",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,acc9cef4558f8b72a4760c698982b7748b891ce90bc8b0ebbca3b92811d75990,626c834ad5794d1610a87a2c2f4ff2af865eb3f6153cecd6ac7c591cb6d7093d,b6e1028679e0cb21a165faceff6a834de85714c213070737a340af5b139b11ed
r211_paired_boundary_upper_C036_R02,paired_C036_R02,boundary_upper,2,R21C_036,R21C_036,"R21C_036,R21C_052",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d34d1355db3e90525b3297f082becc89953bdb8f3b3aa10d1ce651212d37b1f4,4fae8cbb010abd699c53c26e4e426faf122a66b56e378a7345981e53868c8519,9d6ccce24c54c953ba3aa6b61ed39bb894c9201749a031df05dbb58c1efba5db
r211_paired_parameter_ood_near_C036_R02,paired_C036_R02,parameter_ood_near,2,R21C_036,R21C_036,"R21C_036",1,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,278dec994b810fbc54de9600031ce5d39cfdeebb4f0c124c646939d029c4b41d,fbb516862a4d04b86b340e3ac6623fa5a2d754e4823861b1e5e4026a348f9b5a,95a7484abe4106ffe2c0621ade2c48f157b2e0965765a9b2ca88992b5117d267
r211_paired_parameter_ood_medium_C036_R02,paired_C036_R02,parameter_ood_medium,2,R21C_036,R21C_036,"R21C_035",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,2e1e0e435a9012ab447c761bc7e6079bed4f75f11bbdd48b250a0f33cb215135,2dcdb2b5faacf8a91c1170aab63f2d12786017d45e0181f0ccb25eece8f26972,32b5be5c44ee37f88b293014835bf70db9d4a40929cbbab938705113cab20c8f
r211_paired_parameter_ood_far_C036_R02,paired_C036_R02,parameter_ood_far,2,R21C_036,R21C_036,"",0,0,1,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,6ef521173c0719c27939a55b5d121b8f7511cc209530b2ecfecc6364fb27a23b,a5dd5e24be4d19c26da7d084f1ec90ffe3ef818287f1827dfdf1b2f92bfa2258,a7c586018498c54716e85660c174af578b8568ee71491a4c9353bd6d9bbcddd4
r211_paired_in_domain_C037_R01,paired_C037_R01,in_domain,1,R21C_037,R21C_037,"R21C_037,R21C_053",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,30b2e47b5562a417365f003042c7b07157018c86d9323a91d43509d39d456607,b168b66fc07a0e399fc91ef977d42a302a4613a5def0283b0d4b9760d81e0a40,31e82211b074ec1de314caca3e33438345f96f156ba5db8e2a8be0fd3841812d
r211_paired_boundary_lower_C037_R01,paired_C037_R01,boundary_lower,1,R21C_037,R21C_037,"R21C_037,R21C_053",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0746d952bdd466759b84816de9a1eb66c165ce0ae86ba3394ca886fd369e6b04,37d5e5418b7192abbe6e4afc07fd270588417ba7d60870112b2012ed02a4463c,27ed7e30438605016d17103ee03551fc7a8d4cc8f4173f7ad7260e6961ce3460
r211_paired_boundary_upper_C037_R01,paired_C037_R01,boundary_upper,1,R21C_037,R21C_037,"R21C_037",1,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,285d44087824bb4a31329c828aebcff057d73176bf52e3dd8803f87ef1f04058,ff1d6091b3ab53879acddeebd5f64d86efdbd4080e972613c24502e154389d28,60f91182b5b63e542a26dfe8b80c68533187d385267bbf7886765ef0922d9d79
r211_paired_parameter_ood_near_C037_R01,paired_C037_R01,parameter_ood_near,1,R21C_037,R21C_037,"R21C_053",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,1547875f98ce47eff11e32df684c645d32d1fca9a755e186d38efdc74364dca4,1129834d1a715f5a03748709928666f745fa448819501e33c5b494981a7dfc3a,3ac649a86f680fe86ddf17932efa3ff3f34b57e7bf808e4e3e95a4ef4b69183e
r211_paired_parameter_ood_medium_C037_R01,paired_C037_R01,parameter_ood_medium,1,R21C_037,R21C_037,"R21C_035",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,851a193152bbcae6a8ba0df6840d38bf03b911c6aff4f65d6719e34db7e382ce,5c30580d41f705a00aa2823cbf6e4873fe3380af0fd03bc4d826b1435c822223,29238f5c8452d31339bfcd7c5cbb16069cf4c3c2c39d3b45baaa67f0bc6d9723
r211_paired_parameter_ood_far_C037_R01,paired_C037_R01,parameter_ood_far,1,R21C_037,R21C_037,"R21C_051",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,05d56c6fa27d511b3453717d0b5ccb5cfb7ced7cd49e4073ada7c1309b38c6ad,c74c24f5fb45796fd763b3917228930739cf262ced2e3bbdb5a9e6a37fc86ab4,499885b2b721ca9e7d6112a462c5eae962844c32b4b74898089173cafcd59b16
r211_paired_in_domain_C037_R02,paired_C037_R02,in_domain,2,R21C_037,R21C_037,"R21C_037,R21C_053",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0e15e8103f759d775acf098e49f02ca786a5737ff70b9099a7950e9f22a5efc5,64dbb0f16ee2aeb9dbc1d09282cd7f8c8ae464431899c5040ca09754f05c4c56,b8ac6476cb2331eebb8806b31f34896469196a9e1f2d9e84849ccd3a1bf526a6
r211_paired_boundary_lower_C037_R02,paired_C037_R02,boundary_lower,2,R21C_037,R21C_037,"R21C_037,R21C_053",2,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,3edaa88270f8bf992f44290cdc0c2f6c8d4bf8ec5cd06e219a4a8907967c55e1,bf25132867603525f96e3c1ba46e19713d2d9196df9475d4c134e16c7256fbab,b323dc474cf48f5c7747483a45a4d870b4c82dbcb9caaf66555216d8f44c8aab
r211_paired_boundary_upper_C037_R02,paired_C037_R02,boundary_upper,2,R21C_037,R21C_037,"R21C_037",1,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,0359c780e441d5eb75f84ff419d76df106b3e890ea39a706e71f7f28b2cc6f63,29161cf8137f7c29c1b42869048a85dace192783cf7d9e62af14328f2fc74560,b65a7fff20babce1f38da42ac00495de84a8e2b0b7d51056a6b3ad651cda1162
r211_paired_parameter_ood_near_C037_R02,paired_C037_R02,parameter_ood_near,2,R21C_037,R21C_037,"R21C_053",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,7d5c24a8b38cd64f3336723986db573d2ca47377d03ef4e53a2ed1ce5f9ca915,7910e13068d783f6ba625296a7006b71fbbecaa525c1e77b8d8a4fafe534fe04,6af43283a4008a7c88256966d744183f42b82ccffae7d558f4feee757a3f6805
r211_paired_parameter_ood_medium_C037_R02,paired_C037_R02,parameter_ood_medium,2,R21C_037,R21C_037,"R21C_035,R21C_053",2,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d5f73048685659ac5bc9353f2cff51fff6a1d68c50017b91c140f32a4bcc4829,5add6827d1cbc964355a64a3c014e89cc74a3a6c4b057097b0bd0f32ade792fc,39b58c80618719a1be91846010566ca4abd7ca8046ccd946f83028586084ff2d
r211_paired_parameter_ood_far_C037_R02,paired_C037_R02,parameter_ood_far,2,R21C_037,R21C_037,"R21C_051",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d878814da2e687cdfb2295a3328a4db788beab4d42c44e69895d8313c01f5c2d,f5bcc6282b9a172de1db763e6f19e5679ec2eb59d3bf725458cf81e2c1f3aaab,eecc4fdc2a3251b5f1a2a31f8008d76d39ff4930504d06dd5625a4e38c85dfac
r211_paired_in_domain_C038_R01,paired_C038_R01,in_domain,1,R21C_038,R21C_038,"R21C_003,R21C_019,R21C_020,R21C_026,R21C_038,R21C_040,R21C_062",7,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,fb070973fbde5830dac6e6552caa3be431ca7623929108c9cfb275bdc89de02a,a6443b82fff14e364f15d268daf70c1a66988007e05f5b308bbd53a9c2acf409,f3c1872dff8ec8ab062b2e90e1b24712b8be036d786ab8cc7b6d96d6495c2ccb
r211_paired_boundary_lower_C038_R01,paired_C038_R01,boundary_lower,1,R21C_038,R21C_038,"R21C_003,R21C_017,R21C_019,R21C_020,R21C_038,R21C_040,R21C_062",7,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,2b532c8a20cd3f6e6fcdca937a466ca1f7afb56f6221b45cdd6fe59bfc1c4c20,5f8fe76072ef78ab850cd86eeccc51db6e8c1dadf7c21ac38952394170b10abe,f4d5d5635e095ab4a223115500f06e7507f14fb7ba24c7ed575f4d8294755e1b
r211_paired_boundary_upper_C038_R01,paired_C038_R01,boundary_upper,1,R21C_038,R21C_038,"R21C_017,R21C_020,R21C_026,R21C_038,R21C_062",5,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,bd1dd2995a2c134e48be8babd27486d35861bf505fa435e34dca213d5e72fe29,3f8b41e1d7708306dffbb2ea4ac72d44649c4e97fd06f614c66b1fca52bd4a15,eb7b4d71d658b741d6fe33c5c8adc804563057ea6efd161f6f2b7f9fe254a745
r211_paired_parameter_ood_near_C038_R01,paired_C038_R01,parameter_ood_near,1,R21C_038,R21C_038,"R21C_020,R21C_026,R21C_038,R21C_062",4,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d3233bc43fb92e701f992a19d66240c7dc0c62dbf1bd7de712712394892b926c,a3a38dd4fc4bf12d822aa41accab553021c4c9911748ebac3079aea1f7cc9dbc,034e34f0edacdd495a590fbb07d5482046abf51140a1d6a32fac58a5de3e36d5
r211_paired_parameter_ood_medium_C038_R01,paired_C038_R01,parameter_ood_medium,1,R21C_038,R21C_038,"R21C_026",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,d4c33a0435b7a1dfafcf84f3c5ad57aacab81aa1f5c63c9089ba59df596553e1,aa0fc58859ba1667bec718134d3cca86e50321c6dd5b671a9b8337b727cfb577,f27de21fa4c397287c294997818b605a0cd203c43673d562da4aa92e00e658ef
r211_paired_parameter_ood_far_C038_R01,paired_C038_R01,parameter_ood_far,1,R21C_038,R21C_038,"R21C_060",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,86721db7e30f2b2b16a4a91fbd75efdb15020bfd02d9e1c211af9f734a7608ab,d45a93c4039c3fd1760c1025bdce967faf2d2b68eee42dd3a3f13fb88993f44c,065459be1bef9d0a22329af242a7304cc4a2cb7b03bbad8a13e3c8b2e1e736e8
r211_paired_in_domain_C038_R02,paired_C038_R02,in_domain,2,R21C_038,R21C_038,"R21C_017,R21C_020,R21C_026,R21C_038,R21C_040,R21C_042,R21C_062,R21C_074",8,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,6ee3c775408238eed28630026bc4c70636d02fdc42c175ddd33957720eb95224,9c370a2cebec41a538bdf4ff8116678d3ec7af6151852c2dcbbc6adaf3ee1ed8,1569cef8608acf01a534feb6a47cea45ef76244a9a1dc9ec3427e50cd21d2e79
r211_paired_boundary_lower_C038_R02,paired_C038_R02,boundary_lower,2,R21C_038,R21C_038,"R21C_003,R21C_017,R21C_020,R21C_038,R21C_040,R21C_059,R21C_062,R21C_071,R21C_074",9,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,b0389104404c50dcbeb88162b32c8913373646b29f38c145a89839d6e0d0460d,86b580d6f77733f387a6916c6f8862b7400a637efa1aa0a28a4751431d031265,e4b7b0ae8e83b8ace0d408b2378e8597c87a36cbd8dfce3c0dd97c0337da6fbc
r211_paired_boundary_upper_C038_R02,paired_C038_R02,boundary_upper,2,R21C_038,R21C_038,"R21C_020,R21C_026,R21C_038,R21C_040,R21C_062",5,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,7b402b10d2d93f29ca94a82cd09cbdab6ee6dd7c85cf9396512543dde5d8d951,e2dd6cd0ada8f199b5bf40c97e6269435637a2a21e60e1971d87116830063b6d,1b606801f066416eb800530844259a4824ed238b8f845c3ed408e61536e95e1c
r211_paired_parameter_ood_near_C038_R02,paired_C038_R02,parameter_ood_near,2,R21C_038,R21C_038,"R21C_026,R21C_038,R21C_062",3,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,82a4c68539af0b21a0e18d4413bb28f9c708a7533914d059a46d3e0f75f17b59,321195f356b874035df1833c4a34ffffb386d74cc1fe4a6fdf4ad5eb25692b30,3c487dde877a04d6465e91d648cec4192ced29af4d3cf7622cfd40e587655543
r211_paired_parameter_ood_medium_C038_R02,paired_C038_R02,parameter_ood_medium,2,R21C_038,R21C_038,"R21C_026",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,413a7cbf05803f519449836d806c75d975de5ffb463a643f48b0ecce76686068,c651704dec3cbb19f02d701719cbee4d8fef019169ce5595b9a6d5e4dd0e2ca4,430c889a105aae7cde28fc6f5d50cc3a288c4f7bae1d240895ab8df8b2920352
r211_paired_parameter_ood_far_C038_R02,paired_C038_R02,parameter_ood_far,2,R21C_038,R21C_038,"R21C_049",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,797fc289d6eba509c600977d970945069efdcfb4fa4b31ad0cd3f6c77459d601,fc6fdd2af9eef9eed58002c5bfafd5b190ce3a9a625b22dad4744dcd199947c7,a263c74837ac56ce121fb7e81a14ecf1e5a07bdace7a96a8bf579985b6f25aac
r211_paired_in_domain_C039_R01,paired_C039_R01,in_domain,1,R21C_039,R21C_039,"R21C_021,R21C_022,R21C_025,R21C_039,R21C_061,R21C_070,R21C_075,R21C_081",8,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,01a569ebfb03ae4d5d41f7632faf329f7db883c1a9275287a911d8d0d21f76d6,e2db6ca680c814b95f08fa8e813e990900dc48aff22fcab856e5ffff54e27e10,7b8d7bb6a32a660071470219f98ea506232c7131bd180d43f6141dc3bd8a64aa
r211_paired_boundary_lower_C039_R01,paired_C039_R01,boundary_lower,1,R21C_039,R21C_039,"R21C_018,R21C_021,R21C_022,R21C_025,R21C_039,R21C_070,R21C_072,R21C_075,R21C_081,R21C_082",10,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,8a1a820f5136e707b4de67de668d2ef97a4075ebeec3f6ef08030f71d1a0bfe2,427f6bc9e5aeded93543e2af2971fe90c62165c8d7ac1140b888add2d802a575,2ca857f3dde609b36e69c02eceaef1df64f2a4fd1f8838659ade085bda5f22fe
r211_paired_boundary_upper_C039_R01,paired_C039_R01,boundary_upper,1,R21C_039,R21C_039,"R21C_021,R21C_025,R21C_039,R21C_061,R21C_075,R21C_081",6,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,7023f2467db1963e2803beaab9ea2c7f105dd9534d09fecc943fe7201200ec0f,4808a4214c17af9f7b4eb5a56d95a07459d2e62d1de81ea0978287f3fbedfb76,6dbdf6302c452814202e74d9694b477b9dff06ef44419f64f368d915fdb524e1
r211_paired_parameter_ood_near_C039_R01,paired_C039_R01,parameter_ood_near,1,R21C_039,R21C_039,"R21C_021,R21C_025,R21C_039,R21C_061,R21C_075",5,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,20dd5f83d59229e38c3a48cea4a306d0ef0f2169bf09ba86cb4c680f79cf8118,04d02307aa9faa356d022f9b50c60addbe7988386bb1abc6a92ba9678ef0406b,67cceb7798d4e0f1eb9af9d6eee56421b6314b6098be2e6ece605dc7ed7a729a
r211_paired_parameter_ood_medium_C039_R01,paired_C039_R01,parameter_ood_medium,1,R21C_039,R21C_039,"R21C_061",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,5862a463fc3dd5a041d4fbba4c2951499bb6e539e15ea0f69df39cb7cf19962c,b68c805e1bb7bdfa589e3a11ab8f8f8bbd6e84bc5ce5eeb78434e207aa1e3d58,4e4616bfe5e0e1594bc022622ea330e7a4cb6972ce1a5754a1912b9b67c99546
r211_paired_parameter_ood_far_C039_R01,paired_C039_R01,parameter_ood_far,1,R21C_039,R21C_039,"R21C_060",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,62d45cd6c2cdd49a6b994e35aa9dc347b2efbb4f6c1bf3f063bc98e9fe8be994,fcbb2f79cb0447622c0543991f5f359c4e3955d4dfbe322be7547ace1d9259b8,3b7d1b8999da8e887730ce41d9dbddc78406c144674ec4228f443aa5655147a3
r211_paired_in_domain_C039_R02,paired_C039_R02,in_domain,2,R21C_039,R21C_039,"R21C_002,R21C_016,R21C_018,R21C_021,R21C_022,R21C_025,R21C_039,R21C_072,R21C_075,R21C_081,R21C_083",11,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,2721d7d4e671eeb6fc1204bf7bdcc197332a66f8273a47a92c1201faf1117333,7a1256b88dd77ce19891dfda54f0677c96751f13f80e5d130e988a5e591284e2,3ead6b5f6cccfcf7086299db335a85df72894f117a188f0c5e7ba729c84d27d2
r211_paired_boundary_lower_C039_R02,paired_C039_R02,boundary_lower,2,R21C_039,R21C_039,"R21C_002,R21C_016,R21C_018,R21C_022,R21C_025,R21C_028,R21C_039,R21C_070,R21C_072,R21C_075,R21C_081,R21C_082,R21C_083",13,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,717ae3bb060446835b449217dd53d3739e45f4de469bb62875d8083266e25bff,f7e92873439a02d76dce2ac0f44d30f2e04580a1cd5a4bb3bae6a1be07f79abe,8c9483fb014a753299152186abc684044368fa04b6bb78fa6980c15741efa0d4
r211_paired_boundary_upper_C039_R02,paired_C039_R02,boundary_upper,2,R21C_039,R21C_039,"R21C_016,R21C_018,R21C_021,R21C_022,R21C_025,R21C_039,R21C_075,R21C_081",8,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,aa143844b6ca3ef34f67bb83005c51edad79297aec9f3015b74c46a6138770c2,1fa7e650e30d9630993bedbe0bd34c0ca3f2f1bc4f86c08f2ccf8c76543fe47e,bcfa5c1d022f0f2e1449cd22c86b2fe8277fa65f1e18cd9f574e5ae35906156d
r211_paired_parameter_ood_near_C039_R02,paired_C039_R02,parameter_ood_near,2,R21C_039,R21C_039,"R21C_016,R21C_021,R21C_025,R21C_039,R21C_061,R21C_075",6,1,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,f1774030a5fbc322b6126f2e3284435ead8db2b46790a3dd4cc1d46c4c75eee6,b31837807b07e4383ae327514ff9faca0f75b5d042eaa153cc95be207080a57a,9ab383f725c1ba53300112f1341ff0f8b276dfd3980713dbbf06e6233c9815f0
r211_paired_parameter_ood_medium_C039_R02,paired_C039_R02,parameter_ood_medium,2,R21C_039,R21C_039,"R21C_061",1,0,0,e2e85a4953ce8601322d85d9190def7c5f511f7a823cf7fa81be5594f51fce97,1535f33c75884c347c812f61aa056635072181ac37a47ce44ebfb1afc16ea87b,ec2fea08aeb7f4181c5f53038f9d70731312bdcc025b0b0764138c7bbb705762,ff66f173d9b2688363b05be3160e46aeeda15e5ed95358d569d4b693fe3334bf,3e876675a6a2f70ef7d9d52e5546ef3afd02f079bad436454d366d661b3bb6e3
